,time,DRAM,CPU,Iteration
5233,9300.53819,1411438,44674344,1
5234,9300.683284,2254910,39605034,9
5235,9301.172099,7192823,104912652,7
5777,9301.280042,6048415,84804959,18
5778,9303.012651,6862216,108235677,14
5779,9303.257979,7006328,104844835,2
5780,9303.823332,7298788,100114611,4
5781,9304.629966,5705092,104437934,0
5236,9304.914337,5349054,61221652,17
5782,9305.341973,6048415,93688964,6
5237,9305.689421,4933675,64697266,11
5783,9305.859772,5857679,85771349,16
5238,9306.016206,5374485,74751112,3
5784,9307.034005,6412929,98266601,8
5785,9307.615292,5671183,86924235,12
5239,9309.166036,3882514,59119331,15
5240,9309.822593,3289117,43470594,5
5786,9309.917568,6557041,100657145,10
5241,9309.980099,1915826,37943522,13
5242,9310.482238,2755059,42690701,1
5243,9310.685968,2619425,40995280,9
5244,9310.737904,6061130,85669624,7
5787,9311.329144,6171332,87907579,18
5788,9313.003711,6561279,105641683,14
5789,9313.258539,7197062,103980171,2
5790,9313.827294,6768968,94146728,4
5791,9314.242177,7040236,109049479,0
5245,9314.946423,5162557,58525933,17
5792,9315.343829,6612141,107964410,6
5246,9315.735366,3623962,60424805,11
5793,9315.856574,5281237,94146729,16
5247,9315.996502,6001790,77752007,3
5794,9317.027608,7273357,107659234,8
5795,9317.608255,4933675,76683892,12
5248,9319.182763,4030864,61119927,15
5249,9319.808536,1932780,35044353,5
5796,9319.842621,7197062,105709500,10
5250,9319.97969,1682705,35807292,13
5251,9320.520444,4039340,47437879,1
5252,9320.708856,3369649,49167210,9
5253,9320.736862,5590651,97062852,7
5797,9321.326973,5069309,74055990,18
5798,9323.009774,6747776,106726752,14
5799,9323.568999,6870693,101114908,2
5800,9323.825592,7061429,100555420,4
5801,9324.229045,6311204,93282064,0
5254,9324.846238,2810160,49913195,17
5802,9325.34843,7366605,104556614,6
5255,9325.769985,4950630,69664849,11
5803,9325.879198,4988776,71716308,16
5256,9326.021749,5709330,71987576,3
5804,9327.067765,7082621,99775526,8
5805,9327.594872,6476509,95028347,12
5257,9329.176864,4382663,63527425,15
5258,9329.802462,3098382,46369764,5
5806,9329.826513,6654527,105573866,10
5259,9329.977159,1979404,32619900,13
5260,9330.528306,2657573,48319499,1
5261,9330.724082,6764730,94740126,7
5262,9330.747567,1712376,38519965,9
5807,9331.308322,5798340,76565213,18
5808,9333.056948,6408691,87263319,14
5809,9333.257919,6501940,91128880,2
5810,9333.825953,6048414,81397163,4
5811,9334.247668,5336338,98114013,0
5263,9334.962666,3373888,49116346,17
5812,9335.346514,6328159,104471842,6
5264,9335.766695,3712972,58780246,11
5813,9335.813944,5942451,81600613,16
5265,9336.014755,6073846,74598524,3
5814,9337.055462,5891588,88111030,8
5815,9337.627798,6010267,96723769,12
5266,9339.187461,3645155,57390001,15
5267,9339.764135,2174377,39164225,5
5816,9339.8259,6103516,96249051,10
5268,9339.964432,3534953,41622586,13
5269,9340.506045,2759297,41249593,1
5270,9340.72432,7417467,102013482,7
5271,9340.757948,1725090,39655897,9
5817,9341.329337,6654527,93553331,18
5818,9342.999098,6925795,95842150,14
5819,9343.256414,7633633,107913547,2
5820,9343.844714,7167392,95011393,4
5821,9344.178671,5497403,88077122,0
5272,9344.929598,1860724,37604438,17
5822,9345.35796,6167094,99656847,6
5273,9345.77395,5823771,76514350,11
5823,9345.831404,5599127,84754096,16
5274,9346.019345,6268819,77701145,3
5824,9347.034648,5679660,81736247,8
5825,9347.596,5611844,98571777,12
5275,9349.182246,5077786,68223742,15
5276,9349.799895,1580980,38384332,5
5826,9349.826911,6078084,98622640,10
5277,9349.936788,3098382,42334663,13
5278,9350.537316,2055698,42555067,1
5279,9350.721706,6908840,100809733,7
5280,9350.743569,3344218,44216580,9
5827,9351.282384,5645752,84211561,18
5828,9353.040829,6493463,106726752,14
5829,9353.824669,7116530,99860297,4
5830,9354.242428,6362067,93756781,0
5281,9354.939702,3327264,47387018,17
5831,9355.344996,5806817,85618761,6
5282,9355.736251,4395379,67511665,11
5832,9355.858707,5840726,74361166,16
5283,9356.018845,4971822,61526829,3
5833,9357.073455,6006029,90959337,8
5834,9357.183497,8985731,133446587,2
5835,9358.216464,7154676,114135742,12
5284,9359.160822,4111396,54456922,15
5285,9359.777596,2229479,39299859,5
5836,9359.824133,5874634,93688964,10
5286,9359.934158,3369649,40249294,13
5287,9360.528532,3013611,40317112,1
5288,9360.681277,3047520,44403076,9
5289,9360.737405,5963644,93468561,7
5837,9361.327343,5527073,91959636,18
5838,9363.037975,7252163,108100044,14
5839,9363.233605,3564623,63205295,2
5840,9363.826781,6510417,102166070,4
5841,9364.230749,5798340,100199382,0
5290,9364.91501,3005134,44097900,17
5842,9365.347714,5755954,98520914,6
5291,9365.714906,5522834,70190429,11
5843,9365.897307,6340874,84211561,16
5292,9366.012928,5675422,78650580,3
5844,9367.056472,5785624,81312391,8
5845,9367.594502,5713569,89535184,12
5293,9369.161397,4522536,68172879,15
5294,9369.77855,4018148,48149957,5
5846,9369.89148,5645752,85059272,10
5295,9369.934583,1555549,35332574,13
5296,9370.484104,3594293,50523546,1
5297,9370.722909,7141961,95045301,7
5298,9370.747353,1063876,37400988,9
5847,9371.332188,6010267,72818332,18
5848,9373.034953,6620619,110948350,14
5849,9373.270387,6896125,103624132,2
5850,9373.828444,6913079,104132758,4
5851,9374.231599,6667243,104285346,0
5299,9374.932356,2793206,37841797,17
5852,9375.349823,5327860,95943875,6
5300,9375.756064,5408393,74988472,11
5853,9375.812898,6027222,90569390,16
5301,9375.995484,5340576,75327555,3
5854,9377.060376,5794102,86313884,8
5855,9377.594764,6629096,106031630,12
5302,9379.160094,4836188,63290066,15
5303,9379.800257,2157423,38892957,5
5856,9379.823136,6116231,89704726,10
5304,9379.940103,1669990,35807292,13
5305,9380.533018,1890394,37740072,1
5306,9380.69354,3246732,40266249,9
5307,9380.723719,6781684,101301405,7
5857,9381.331949,5683899,75903998,18
5858,9383.038005,6993612,109083388,14
5859,9383.257444,6938510,109795465,2
5860,9383.803953,6663004,104047988,4
5861,9384.227993,7112291,101267497,0
5308,9384.889881,1881917,36960178,17
5309,9385.753373,5518595,67409939,11
5862,9385.859364,6052653,91688368,16
5863,9386.01086,7464091,113627116,6
5310,9386.015228,5590651,84194608,3
5864,9387.076343,5679660,76565213,8
5865,9387.656953,6616381,101979573,12
5311,9389.178332,1886156,50981310,15
5312,9389.828629,2606710,36044651,5
5866,9389.83502,5853441,82906087,10
5313,9389.95081,2424452,34976535,13
5314,9390.528073,2034505,43623182,1
5315,9390.690204,6913079,103539361,7
5316,9390.75607,3195868,44030083,9
5867,9391.345724,5904304,72140164,18
5868,9393.039557,7078382,107337104,14
5869,9393.226006,6294251,106268988,2
5870,9393.809791,5980598,95045301,4
5871,9394.231152,6976657,103861491,0
5317,9394.940429,2776252,42894151,17
5872,9395.343656,5857680,95672608,6
5318,9395.73885,5455017,72445339,11
5319,9396.009876,6179810,82855224,3
5873,9396.084952,5154080,87534587,16
5874,9397.056093,6345113,74242486,8
5875,9397.59565,6663004,95655653,12
5320,9399.182835,4306369,68274604,15
5321,9399.792107,3768073,48082140,5
5876,9399.839072,6315443,74123807,10
5322,9399.935039,1559787,34671360,13
5323,9400.53208,3674825,49031576,1
5324,9400.735908,1462301,37400988,9
5325,9401.216746,6489224,111287435,7
5877,9401.34762,5840725,73310005,18
5878,9403.034656,7637872,109608968,14
5879,9403.266478,7298787,110168457,2
5880,9403.814424,5421109,98368327,4
5881,9404.229645,6315444,88619656,0
5326,9404.911047,3386604,44301351,17
5882,9405.342118,6756253,103946262,6
5327,9405.735887,5671183,70088705,11
5883,9405.861968,6217956,81837972,16
5328,9406.006589,5293952,69207086,3
5884,9407.056075,6065369,86246066,8
5885,9407.596526,6260342,91366238,12
5329,9409.191391,3200107,56779649,15
5330,9409.72194,3365411,41910807,5
5331,9409.933913,1932780,34044053,13
5886,9410.103263,6684198,93434651,10
5332,9410.495312,1636082,36688910,1
5333,9410.707836,5408393,83804661,7
5334,9410.726334,1602173,36841498,9
5887,9411.331441,5722046,79583062,18
5888,9413.043053,6366306,100945367,14
5889,9413.259191,7726882,106421577,2
5890,9413.825033,5145602,87297228,4
5891,9414.610732,7794698,97334120,0
5335,9414.950547,1911587,36400689,17
5892,9415.341671,6480746,106319851,6
5336,9415.754521,5616082,73869493,11
5893,9415.85884,6260343,88382297,16
5337,9416.007688,5192227,80498589,3
5894,9417.057164,6184048,87805854,8
5895,9417.591105,5709331,75107151,12
5338,9419.183523,3280640,61543783,15
5339,9419.783702,5234612,52558051,5
5896,9419.8221,6752014,112202962,10
5340,9419.943306,1538595,37451850,13
5341,9420.533923,2835591,43521457,1
5342,9420.72663,2822876,45420329,9
5343,9420.949982,6387499,97215440,7
5897,9421.319568,6679959,95825195,18
5898,9423.039595,6531609,104590522,14
5899,9423.32162,7133483,105421278,2
5900,9423.846021,5883111,73632134,4
5901,9424.192726,6794399,95401340,0
5344,9424.954174,3077189,43826633,17
5902,9425.314278,6273058,109575060,6
5345,9425.757282,5755955,77718099,11
5903,9425.858813,6035698,99639893,16
5346,9425.945996,5175272,72920058,3
5904,9427.057968,7031759,102115207,8
5905,9427.614901,6018744,85296631,12
5347,9429.159993,2992418,59492323,15
5348,9429.770046,2424452,44335260,5
5906,9429.835063,5789863,92434354,10
5349,9429.950037,1445346,33637153,13
5350,9430.504726,2644857,42622885,1
5351,9430.690379,6014506,93773736,7
5352,9430.749885,1992119,40113661,9
5907,9431.341051,6612142,97045898,18
5908,9433.045051,6048415,96130371,14
5909,9433.262182,7447137,107421875,2
5910,9433.827589,6497701,94061958,4
5911,9434.241932,6408692,93248155,0
5353,9434.937507,4302131,47014025,17
5912,9435.315075,6277296,109422471,6
5354,9435.756033,4679362,55830214,11
5913,9435.835009,6633335,95943874,16
5355,9436.009256,5938212,82939995,3
5914,9437.019398,7260640,101301405,8
5915,9437.615187,5798340,78870985,12
5356,9439.175115,2687242,50811768,15
5357,9439.77112,3356934,43470594,5
5916,9439.823363,5764431,81922743,10
5358,9439.939714,1839532,36298964,13
5359,9440.533574,2267626,35451253,1
5360,9440.744349,6107754,94045003,7
5361,9440.750515,1623366,35349528,9
5917,9441.282777,6061130,99826389,18
5918,9443.042054,6764730,102250841,14
5919,9443.438579,7290311,102996826,2
5920,9443.844127,5950928,88026258,4
5921,9444.228442,5751716,89755588,0
5362,9444.930953,1767476,38062201,17
5922,9445.308358,6824070,103556315,6
5363,9445.718788,5471971,69766574,11
5364,9446.008203,5556743,82685683,3
5923,9446.024008,6056892,102386475,16
5924,9447.097204,6934272,103742812,8
5925,9447.614837,5645752,70376926,12
5365,9449.182132,4446242,69664849,15
5366,9449.784158,3445943,47319201,5
5926,9449.839149,6819831,85805257,10
5367,9449.951212,1754761,32348633,13
5368,9450.540186,2479553,42792426,1
5369,9450.722177,5692376,92502170,7
5370,9450.725736,3051758,45335558,9
5927,9451.317559,6468031,103098552,18
5928,9453.096663,6103515,98944770,14
5929,9453.261799,5828009,85974800,2
5930,9453.843686,5069309,74479845,4
5931,9454.247585,6421407,91518826,0
5371,9454.91704,2950033,44776069,17
5932,9455.311232,6268819,98198785,6
5372,9455.738561,5065070,64324273,11
5933,9455.856725,5781385,93519423,16
5373,9456.008141,4679362,77514648,3
5934,9457.057318,6709629,104997423,8
5935,9457.614247,5819533,82143148,12
5374,9459.160501,4039341,60085720,15
5375,9459.766473,3068712,40605333,5
5936,9459.828273,6421407,88619656,10
5376,9459.941541,3823174,43080648,13
5377,9460.58294,3030565,41215685,1
5378,9460.693162,2352396,42809380,9
5379,9460.726753,6281535,93926324,7
5937,9461.3102,6078084,95418294,18
5938,9463.210845,5633037,94316270,14
5939,9463.259415,6099277,88907877,2
5940,9463.868472,6582472,76768663,4
5941,9464.227319,5764431,78735352,0
5380,9464.937022,2810160,42215983,17
5942,9465.313642,6764730,95418294,6
5381,9465.74659,5840726,73377821,11
5943,9465.878403,6273058,82041422,16
5382,9465.99461,5624559,81515842,3
5944,9467.071376,6641811,105014377,8
5945,9467.593434,5751715,73954264,12
5383,9469.116476,4611545,78481039,15
5384,9469.773626,4721747,47997368,5
5946,9469.823999,7095337,104777018,10
5385,9469.950929,1576742,34230550,13
5386,9470.518351,5399916,59899224,1
5387,9470.7243,6667243,99368625,7
5388,9470.7519,940959,37604438,9
5947,9471.323234,5921258,93621148,18
5948,9473.078314,6001790,90688070,14
5949,9473.276259,6489224,78294542,2
5950,9473.824418,6938510,104319255,4
5951,9474.228659,6425646,83940294,0
5389,9474.944418,2110799,38011339,17
5952,9475.315329,5925496,92553033,6
5390,9475.747633,5035400,70970324,11
5953,9475.859772,5692376,81719293,16
5391,9475.995177,5306668,75836182,3
5954,9477.078096,6175571,74954563,8
5955,9477.572222,5692376,81312392,12
5392,9479.181647,4840427,73479546,15
5393,9479.786325,3674825,47030979,5
5956,9479.822308,6612142,102166070,10
5394,9479.941915,1839531,36536322,13
5395,9480.483687,5098979,58475070,1
5396,9480.72369,6497701,95214844,7
5397,9480.724147,1928541,37214491,9
5957,9481.320849,5806817,84058974,18
5958,9483.056299,6582472,90077718,14
5959,9483.27355,6061130,86856419,2
5960,9483.823959,7108053,101962619,4
5961,9484.227216,6561279,81363254,0
5398,9484.891542,2729628,40486654,17
5962,9485.31303,6366306,100724962,6
5399,9485.750781,5527073,71563720,11
5963,9485.859205,6128947,97741021,16
5400,9485.992263,5616082,78718397,3
5964,9487.058936,5967882,76039632,8
5965,9487.613103,5204943,79193115,12
5401,9489.142776,5086263,72394477,15
5402,9489.823614,3505283,43877496,5
5966,9489.837981,6205241,102945964,10
5403,9489.93473,2369351,37824843,13
5404,9490.523294,4166497,53846572,1
5405,9490.724581,6175571,96655952,7
5406,9490.75622,2738105,44640435,9
5967,9491.307848,5883111,75632731,18
5968,9493.081522,5900065,87449816,14
5969,9493.256246,6696913,84262424,2
5970,9493.831896,6781684,104081896,4
5971,9494.242553,7205539,89925130,0
5407,9494.937128,2971225,42080349,17
5972,9495.312698,5832249,88704427,6
5408,9495.753381,5692376,73123508,11
5973,9495.856362,5942451,86296929,16
5409,9496.014783,5692376,80312093,3
5974,9497.076873,5933974,79549154,8
5975,9497.60816,5628798,73971219,12
5410,9499.140033,5094740,75971815,15
5411,9499.808518,2797445,44776069,5
5976,9499.842952,5976359,88111029,10
5412,9499.942416,1254612,36298964,13
5413,9500.516231,3039042,46301947,1
5414,9500.749616,1958212,34976535,9
5415,9500.80319,6434123,100114610,7
5977,9501.326761,5717807,81176757,18
5978,9503.259395,6573995,84550645,2
5979,9503.270471,7061429,89992947,14
5980,9503.824103,6247626,89891222,4
5981,9504.227066,6531610,80702040,0
5416,9504.951586,2339681,40503608,17
5982,9505.396984,5349053,83346897,6
5417,9505.755915,4501342,65477160,11
5983,9505.829318,6315443,89636909,16
5418,9506.015685,5052354,69156223,3
5984,9507.284873,5438063,85466173,8
5985,9507.614455,5853441,82956949,12
5419,9509.166079,4738702,69274903,15
5420,9509.794622,3467136,45979817,5
5986,9509.842031,5938212,79345704,10
5421,9509.934766,1814100,34179687,13
5422,9510.488276,1898871,36587186,1
5423,9510.736725,6133185,93027751,7
5424,9510.73913,1186794,37027995,9
5987,9511.328211,7599725,95214844,18
5988,9513.060213,6489224,95503065,14
5989,9513.255203,7413229,96350776,2
5990,9513.82923,7493761,103454589,4
5991,9514.227623,6205241,94536676,0
5425,9514.953264,1445347,38180881,17
5992,9515.36257,5772908,84499783,6
5426,9515.757013,4802280,75615777,11
5993,9515.858105,6718106,101538764,16
5427,9515.995976,6061130,84601508,3
5994,9517.357196,6124708,83058675,8
5995,9517.607826,5815294,74005127,12
5428,9519.164142,5255805,75158013,15
5429,9519.805008,1970927,34925673,5
5996,9519.820792,5751716,77158610,10
5430,9519.934047,2530416,39045546,13
5431,9520.530747,2780491,41113959,1
5432,9520.7241,2678765,43809679,9
5433,9520.744091,6421407,100758870,7
5997,9521.259559,6709628,95147027,18
5998,9523.03693,5705091,101453993,14
5999,9523.255647,6468031,96266005,2
6000,9523.823577,4942153,76310900,4
6001,9524.22948,6913079,80176459,0
5434,9524.944503,3123813,37638347,17
6002,9525.397223,6446839,96028646,6
5435,9525.686882,5353292,77226427,11
6003,9525.885583,5832248,94163683,16
5436,9525.995482,5649991,75276693,3
6004,9527.055724,5264282,73123508,8
6005,9527.608167,5747477,77480740,12
5437,9529.17541,5209181,70834690,15
5438,9529.814126,3501044,43131510,5
6006,9529.821784,5654229,79396565,10
5439,9529.957203,1504686,32687717,13
5440,9530.499335,2335442,39774577,1
5441,9530.722962,4755656,80006918,7
5442,9530.739989,2076891,44097900,9
6007,9531.458708,6171333,94502767,18
6008,9533.062023,5734762,84550646,14
6009,9533.256397,6468031,91145833,2
6010,9533.823882,5696614,74191623,4
6011,9534.179988,7659064,98266601,0
5443,9534.919092,4848904,58237711,17
6012,9535.34522,6010267,91942681,6
5444,9535.732497,4721748,72631835,11
6013,9535.859587,6535848,101216634,16
5445,9536.013931,5569458,77565511,3
6014,9537.058713,5870396,93248155,8
6015,9537.594248,5933973,95791287,12
5446,9539.157168,5234612,66579183,15
5447,9539.773311,1945496,39198134,5
6016,9539.836903,6048414,86652968,10
5448,9539.940611,1513163,37095812,13
5449,9540.533548,2187093,42521159,1
5450,9540.724689,1775954,37214492,9
5451,9540.743649,5959405,82787407,7
6017,9541.306935,6158617,90298123,18
6018,9543.053361,6052653,89721679,14
6019,9543.256814,6561279,86008708,2
6020,9543.823465,5196465,76734755,4
6021,9544.226351,7252164,102793376,0
5452,9544.923143,6387499,71580675,17
6022,9545.344636,6298489,110117594,6
5453,9545.730157,4946390,80702040,11
6023,9545.860079,6777445,99690755,16
5454,9545.958323,5548265,80769857,3
6024,9547.282471,7116529,118374295,8
6025,9547.594266,5760193,83821615,12
5455,9549.187379,5268521,70071750,15
5456,9549.822394,1962450,36875407,5
6026,9549.837395,7201301,97147624,10
5457,9549.935264,1614889,33738878,13
5458,9550.535911,3835890,43945312,1
5459,9550.721979,6162855,78887940,7
5460,9550.725883,2678765,41690402,9
6027,9551.33713,6332397,98368327,18
6028,9553.042156,5251566,96062555,14
6029,9553.258765,6671482,99182129,2
6030,9553.837342,5264283,76514350,4
6031,9554.227622,6798638,100012885,0
5461,9554.920018,5633036,69597032,17
6032,9555.343027,6468031,108116998,6
5462,9555.730358,5179512,73852539,11
6033,9555.86069,6819831,98215739,16
5463,9556.009171,5217658,67308214,3
6034,9557.023223,6078085,94858805,8
6035,9557.591259,6849501,109219021,12
5464,9559.148121,4586114,62679714,15
5465,9559.787455,4242791,46657986,5
6036,9559.821597,6484985,87178548,10
5466,9559.943106,3869798,42063395,13
5467,9560.478833,2983941,45013428,1
5468,9560.687198,2136230,43029785,9
5469,9560.739795,5649991,79769558,7
6037,9561.308321,6904602,106523302,18
6038,9563.03871,4980300,88331434,14
6039,9563.260142,6260342,97198486,2
6040,9563.824578,6353590,85381402,4
6041,9564.227868,7010566,106336806,0
5470,9565.002582,5416870,67850749,17
6042,9565.345054,6107755,110914442,6
5471,9565.743898,4437764,77684191,11
6043,9565.980884,7192824,94214545,16
5472,9566.007494,6463793,80617269,3
6044,9567.061717,6857978,98690457,8
6045,9567.591145,6277296,107387967,12
5473,9569.188665,4136827,70529514,15
5474,9569.800682,4450480,43589274,5
6046,9569.823629,6349352,81210666,10
5475,9569.995073,2394783,38876004,13
5476,9570.536266,3772312,49133301,1
5477,9570.743903,5734761,82838271,7
5478,9570.747877,1000299,37248400,9
6047,9571.270717,6018745,99605984,18
6048,9573.06091,6018744,90942383,14
6049,9573.259396,6857978,98232693,2
5479,9574.900462,7366604,80362956,17
6050,9575.365676,6230672,105607775,6
5480,9575.747233,5281237,78735352,11
6051,9575.857315,4569159,80464681,16
6052,9576.205314,7701450,124749078,0
5481,9576.38086,4874335,69088406,3
6053,9577.057615,6646050,103488498,8
6054,9577.578758,6993612,93994140,12
6055,9579.044811,9536743,143568251,4
5482,9579.161794,4289415,71546767,15
5483,9579.810237,3522237,44877794,5
5484,9579.981286,1491970,34857856,13
5485,9580.540948,2093845,46573215,1
5486,9580.739276,1958211,35264757,9
5487,9580.74165,5772909,76209174,7
6056,9581.322206,6476508,96503363,18
6057,9582.557485,8659363,130293104,10
6058,9583.036837,5866157,89840359,14
6059,9583.272702,6328159,97147624,2
6060,9583.824705,3526476,52371555,4
6061,9584.227704,5276997,81753201,0
5488,9584.891896,7074144,83974202,17
6062,9585.376415,5900065,88602702,6
5489,9585.731818,4742940,71529812,11
6063,9585.878486,6154379,88467068,16
5490,9585.996933,5649991,75090196,3
6064,9587.224344,6908840,95893012,8
6065,9587.59214,6569756,96520318,12
5491,9589.180975,4539490,69885254,15
5492,9589.831907,2144708,36519369,5
6066,9589.889059,5717807,74072944,10
5493,9589.944377,3725688,40605333,13
5494,9590.524818,1966688,34671359,1
5495,9590.741088,1835293,36570231,9
5496,9590.741656,5739000,77752007,7
6067,9591.315311,6730821,93299018,18
6068,9593.046457,5887349,99487305,14
6069,9593.255906,7116530,100521511,2
6070,9593.846455,6349351,95333523,4
6071,9594.204536,6281535,90654161,0
5497,9594.896035,6612142,87415907,17
6072,9595.366711,6654527,86178249,6
5498,9595.748917,4200405,79091390,11
6073,9595.858713,5921258,86432563,16
5499,9595.98707,5700853,74751112,3
6074,9597.058655,6658766,101047092,8
6075,9597.568488,6201003,93282064,12
5500,9599.160979,4497104,76633029,15
5501,9599.774501,4666646,46098497,5
6076,9599.825896,7493761,107184516,10
5502,9599.961869,3229777,44267442,13
5503,9600.533189,3352695,48912896,1
5504,9600.742836,5683899,77667237,7
5505,9600.756569,3077189,40842692,9
6077,9601.308351,7061429,106387669,18
6078,9603.036058,5387200,86585151,14
6079,9603.277582,6103515,89823405,2
6080,9603.845017,6078085,92824300,4
6081,9604.231324,6116232,81142849,0
5506,9604.891267,6832547,94774035,17
6082,9605.328006,5785624,84567600,6
5507,9605.729858,4954868,72513156,11
6083,9605.858155,6582472,92807346,16
5508,9606.013682,4497104,61781142,3
6084,9607.056887,6684198,104336209,8
6085,9607.596658,7099575,104031033,12
5509,9609.156343,4539490,66579183,15
5510,9609.761695,4954868,49387614,5
6086,9609.81293,6781684,103725857,10
5511,9609.952048,4670885,49404568,13
5512,9610.505272,1296997,35179986,1
5513,9610.675493,3636678,43012831,9
5514,9610.789694,4132589,62917073,7
6087,9611.307651,6641812,108862982,18
6088,9613.069345,4772611,82024468,14
6089,9613.258132,7014805,83228218,2
6090,9614.240945,6196763,85381402,0
5515,9614.926295,7035997,91756185,17
6091,9614.941548,6103515,103352865,4
6092,9615.361666,6599427,93468560,6
5516,9615.730205,5145603,77328152,11
6093,9615.884513,6425645,102912055,16
5517,9616.000181,6709629,85415310,3
6094,9617.600911,6917318,110321045,12
6095,9618.775659,8019341,130886502,8
5518,9619.137008,5467733,80786811,15
5519,9619.765459,5582174,61594645,5
6096,9619.83968,6667243,87263320,10
5520,9619.949227,4522535,52897136,13
5521,9620.533722,2733867,42538113,1
5522,9620.675334,3704495,50201416,9
5523,9620.723564,5098978,71529812,7
6097,9621.309013,7057190,107489692,18
6098,9623.035618,5895826,80040826,14
6099,9623.256129,6145901,88857015,2
6100,9623.824994,6277297,96079508,4
6101,9624.347073,5942451,77785916,0
5524,9624.892636,7163154,96384684,17
6102,9625.381199,5209181,77209473,6
5525,9625.701947,5425347,78582764,11
6103,9625.858809,6815593,94994439,16
5526,9625.950272,5166795,63374838,3
6104,9627.058434,6014506,85517035,8
6105,9627.599938,7069906,108489990,12
5527,9629.161777,4954867,77684191,15
5528,9629.816005,4153781,58271620,5
6106,9629.824354,6938511,80396864,10
5529,9629.959759,3721449,45912001,13
5530,9630.517618,2386305,41571723,1
5531,9630.725526,4026625,46064589,9
5532,9630.739239,6472270,83821615,7
6107,9632.872756,8087158,130140517,18
6108,9633.005304,5065070,72784423,14
6109,9633.258315,7031758,96367730,2
6110,9633.824083,7625156,105217828,4
6111,9634.238445,6658766,94214545,0
5533,9634.859504,7650587,92875163,17
6112,9635.305211,5319383,81532796,6
5534,9635.73749,5366008,86686876,11
6113,9635.873366,7222493,98283556,16
5535,9636.015706,5289714,78430175,3
6114,9637.059093,6383260,100826688,8
6115,9637.597765,7040235,108642578,12
5536,9639.144015,5069309,79193115,15
5537,9639.810424,3022088,37960476,5
6116,9639.84213,6658766,100351969,10
5538,9639.953811,4607307,51862928,13
5539,9640.528257,2712674,42572022,1
5540,9640.722868,6701151,91671414,7
5541,9640.751918,3615486,47912597,9
6117,9641.592854,6353590,85144043,18
6118,9643.063889,5590651,93960233,14
6119,9643.262163,6624858,83889431,2
6120,9643.826859,7171631,103268093,4
6121,9644.192526,6362067,92247857,0
5542,9644.874522,7235209,100521511,17
6122,9645.365071,5238851,79023573,6
5543,9645.73282,6171332,95672608,11
6123,9645.858905,7332696,95655653,16
5544,9646.013114,5671183,78921848,3
6124,9647.061042,6633335,98622640,8
6125,9647.601078,6217957,107557509,12
5545,9649.176783,5645752,80600315,15
5546,9649.801749,3717211,47810873,5
6126,9649.824469,7620917,109151205,10
5547,9649.951707,2479553,41164822,13
5548,9650.53791,4556443,46641032,1
5549,9650.722515,6158617,87958442,7
5550,9650.746444,1610650,36977132,9
6127,9651.309999,7451375,105166965,18
6128,9653.04291,5950928,69444444,14
6129,9653.208689,5772908,71258545,2
6130,9653.825155,7243686,105946859,4
6131,9654.462712,6646051,91756185,0
5551,9654.867309,7506477,100284153,17
6132,9655.36506,4297892,71461996,6
5552,9655.737714,5209181,79176161,11
6133,9655.856204,6963942,105404324,16
5553,9655.999516,4348755,67138672,3
6134,9657.061116,6828308,84906684,8
6135,9657.597285,6942749,106506348,12
5554,9659.180823,4276700,73784722,15
5555,9659.799039,3776550,42622884,5
6136,9659.825528,6934272,104861789,10
5556,9659.951829,4077488,46657986,13
5557,9660.522037,2577040,39588080,1
5558,9660.742494,5972121,75768364,7
5559,9660.744391,1576741,34417047,9
6137,9661.308126,7379320,105319553,18
6138,9663.042096,5260044,83838569,14
6139,9663.227859,7366605,93027751,2
6140,9663.806189,6459554,97808838,4
6141,9664.227882,7120768,102318658,0
5560,9664.874546,7290310,100572374,17
6142,9665.33908,5319384,80803765,6
5561,9665.746548,5484687,80566406,11
6143,9665.859161,7019043,104014079,16
5562,9665.993961,5844964,79718696,3
6144,9667.055164,5806817,80261230,8
6145,9667.598053,6290012,98012288,12
5563,9669.179028,4501342,80803765,15
5564,9669.802049,2666049,35332574,5
6146,9669.825367,7353889,107879639,10
5565,9669.934065,1805623,38265653,13
5566,9670.538627,3517999,48556858,1
5567,9670.725505,4009671,44606527,9
5568,9670.742764,6421407,79193116,7
6147,9671.3067,7396275,107981364,18
6148,9672.989254,5895826,84974501,14
6149,9673.256626,6222195,78786214,2
6150,9673.844585,6167094,104115804,4
6151,9674.228354,6290012,104471842,0
5569,9674.862972,7290311,102352566,17
6152,9675.368827,5382961,78141954,6
5570,9675.73327,4959107,78345405,11
6153,9675.901754,6777445,101301405,16
5571,9676.004153,6900363,89399549,3
6154,9677.057693,6722344,98130968,8
6155,9677.598516,6633334,93655056,12
5572,9679.365584,6150140,83974203,15
5573,9679.811771,4823473,47760009,5
6156,9679.826676,6353590,109880235,10
5574,9679.939405,2085368,37824842,13
5575,9680.521625,1703898,37265354,1
5576,9680.724867,5853441,69630940,7
5577,9680.738637,2966986,41842990,9
6157,9682.432019,7820129,116950141,18
6158,9683.06181,5633036,77497694,14
6159,9683.276872,6752014,86568196,2
6160,9683.834597,6459554,111219618,4
6161,9684.227034,6239149,104878744,0
6162,9685.368076,4692078,70699056,6
5578,9685.54868,7167392,100979275,17
5579,9685.74477,4526774,74395073,11
6163,9685.860273,6836786,99724664,16
5580,9686.008412,7548862,98843045,3
6164,9687.058481,6103516,100521512,8
