,time,DRAM,CPU,Iteration
11159,14683.272044,7086860,88212755,2
11160,14683.823361,6162856,74988471,4
11161,14684.231673,5637275,74395074,0
10078,14684.896019,7061429,79616970,17
11162,14685.342096,7489523,100284152,6
10079,14685.762922,1767476,41198730,11
11163,14685.869838,5692376,71055095,16
10080,14686.034905,2199809,40418837,3
11164,14687.049143,4170736,59882270,8
11165,14687.593004,6056892,84889730,12
10081,14689.203432,1669990,40757921,15
10082,14689.770813,5658468,89314779,5
11166,14689.880728,1508924,40045844,10
10083,14689.963484,924004,34264458,13
10084,14690.478839,5917020,90094672,1
10085,14690.686391,6451077,103352865,9
10086,14690.747402,5688138,72445340,7
11167,14691.312285,6370545,93672010,18
11168,14693.002816,6548564,99504259,14
11169,14693.258095,6586711,95163981,2
11170,14693.79717,4187689,58492025,4
11171,14694.253064,5844964,76785617,0
10087,14694.896387,6188286,80006918,17
11172,14695.350937,6434122,91942682,6
10088,14695.794861,2488030,42758518,11
11173,14695.867413,3996955,65104166,16
10089,14696.025977,945197,33060710,3
11174,14697.114774,5026923,58661567,8
11175,14697.609192,5497402,72462293,12
10090,14699.203134,1962450,35383437,15
10091,14699.775747,6167094,99656847,5
11176,14699.886158,1508925,40639242,10
10092,14699.962432,1386007,37078857,13
10093,14700.478177,5510118,84754096,1
10094,14700.689016,6315443,98487006,9
10095,14700.746563,5705091,72360568,7
11177,14701.306556,5993313,83058675,18
11178,14703.270157,6713867,93248155,2
11179,14703.505782,7218255,109202067,14
11180,14703.879644,6014506,69274902,4
11181,14704.22782,4971822,60424805,0
10096,14704.894373,6993612,79481336,17
11182,14705.349745,6866456,93807644,6
10097,14705.772851,1555549,39469401,11
11183,14705.910879,2377828,45216878,16
10098,14706.035686,1042684,35315619,3
11184,14707.068325,5548266,64103868,8
11185,14707.628488,5493164,71275499,12
10099,14709.20667,1852247,37723117,15
10100,14709.778253,6595187,100809733,5
11186,14709.879361,2085368,38943820,10
10101,14709.951142,3793504,43368870,13
10102,14710.501467,5828010,91857910,1
10103,14710.688087,6773207,103302002,9
10104,14710.747252,5696615,73377821,7
11187,14711.31116,5963644,73818631,18
11188,14713.03746,5594889,92485216,14
11189,14713.258073,5963643,82719591,2
11190,14713.824967,4374187,53948297,4
11191,14714.25402,5900065,78430176,0
10105,14714.895088,7002089,80464681,17
11192,14715.351683,6006028,90332031,6
10106,14715.784303,1614889,37519667,11
11193,14715.869547,2119276,48217774,16
10107,14715.997156,2386305,36197239,3
11194,14717.062827,3234015,48065185,8
11195,14717.613985,5518596,71750217,12
10108,14719.204694,2420214,37265354,15
10109,14719.77321,5628798,83804660,5
11196,14719.825361,1216464,38214790,10
10110,14719.934789,2780491,40232340,13
10111,14720.428185,5319383,83177355,1
10112,14720.686156,6879171,107150608,9
10113,14720.746366,5611844,73343913,7
11197,14721.328001,6171332,81278483,18
11198,14723.058163,6251865,93756782,14
11199,14723.263541,6620619,97198486,2
11200,14723.795826,4547966,64731174,4
11201,14724.177318,5569458,69885253,0
10114,14724.934774,6557041,76497396,17
11202,14725.351964,6849501,91840956,6
10115,14725.783976,1458062,37757026,11
11203,14725.887007,2250671,41368272,16
10116,14725.994328,4976061,44097900,3
11204,14727.092795,5031162,64493815,8
11205,14727.612647,5628797,74005127,12
10117,14729.204645,2763536,42148166,15
10118,14729.758433,5688137,73293050,5
11206,14729.82126,2844069,44674343,10
10119,14729.950601,1754761,38960775,13
10120,14730.496576,5722046,87941487,1
10121,14730.681761,7455614,108422173,9
10122,14730.738846,6039937,83448622,7
11207,14731.321593,6188287,77192519,18
11208,14733.095678,6285774,93858506,14
11209,14733.257148,6989373,99266900,2
11210,14733.862363,5378724,71580675,4
11211,14734.248323,5654229,71055095,0
10123,14734.89565,7938808,83685981,17
11212,14735.373864,6692675,99012587,6
10124,14735.793516,1572503,32992893,11
11213,14735.886893,2407498,46980117,16
10125,14736.019266,4611545,49896240,3
11214,14737.071964,6048414,73784723,8
11215,14737.565666,5124410,68138971,12
10126,14739.205519,1771715,35722521,15
10127,14739.773358,5455018,73411730,5
11216,14739.834631,4361471,55389404,10
10128,14739.939893,1538594,34315321,13
10129,14740.606594,6412930,97656250,1
10130,14740.644279,7095336,106709798,9
10131,14740.725535,5921258,87059869,7
11217,14741.325997,5035400,66579183,18
11218,14743.036673,6913079,99656847,14
11219,14743.317319,6302728,91400147,2
11220,14743.845363,4878574,56491428,4
11221,14744.226991,5717807,72496202,0
10132,14744.907226,5874634,76955160,17
11222,14745.364232,7214016,102064345,6
10133,14745.785963,1496209,39011637,11
11223,14745.907157,1843770,46725803,16
10134,14746.034998,1678467,39130317,3
11224,14747.07324,5755955,70665147,8
11225,14747.593411,5705092,70834689,12
10135,14749.206059,1360575,37417941,15
10136,14749.778006,5616082,73479546,5
11226,14749.794659,3852844,53066678,10
10137,14749.953663,1487732,35213895,13
10138,14750.504858,4840427,79905192,1
10139,14750.686636,6120470,98724365,9
10140,14750.723122,6027221,90789795,7
11227,14751.257794,5781386,74785020,18
11228,14753.036603,7591247,107337104,14
11229,14753.25592,6362067,101148817,2
11230,14753.846664,6535848,70987277,4
11231,14754.24878,4658169,69664849,0
10141,14754.929459,3556146,45505099,17
11232,14755.351535,6239149,95825195,6
10142,14755.792306,1631843,35468207,11
11233,14755.855096,2254910,41469997,16
10143,14756.023692,2377828,38146973,3
11234,14757.033352,5819532,78040229,8
11235,14757.612125,5611844,77056885,12
10144,14759.204443,1470778,34518772,15
10145,14759.773843,5111694,66460504,5
11236,14759.84352,5340576,62289768,10
10146,14759.934979,805325,34467909,13
10147,14760.512204,5192227,74886746,1
10148,14760.683696,7023282,105099149,9
10149,14760.735672,5624560,76836480,7
11237,14761.308106,5972120,72614882,18
11238,14763.035952,7146200,106048584,14
11239,14763.270487,6459554,94536675,2
11240,14763.827367,6018744,61204699,4
11241,14764.227289,5552504,76124403,0
10150,14764.910117,1644558,37875706,17
11242,14765.333673,6908841,82295736,6
10151,14765.789397,1322428,34450955,11
11243,14765.891795,1352099,42029487,16
10152,14766.035402,5811055,46268039,3
11244,14767.063134,6128947,72937012,8
11245,14767.592023,5471971,73886448,12
10153,14769.202578,4980299,48675537,15
10154,14769.795499,5128649,74666341,5
11246,14769.899249,5238851,55948893,10
10155,14769.935919,1703898,36638048,13
10156,14770.509432,4912482,71038141,1
10157,14770.700302,6785922,95706515,9
10158,14770.734748,5946689,74191623,7
11247,14771.325142,5772909,70292155,18
11248,14773.036725,7061428,101776123,14
11249,14773.258785,6569757,90026856,2
11250,14773.839766,5480449,63747829,4
11251,14774.227871,5802579,71428088,0
10159,14774.930064,4064772,47081841,17
11252,14775.37261,6590949,83041721,6
10160,14775.741761,1466539,35010444,11
11253,14775.873626,1928541,40757921,16
10161,14776.019652,2254910,37841797,3
11254,14777.085025,6260342,80430772,8
11255,14777.591779,5471971,70292155,12
10162,14779.177818,4840427,55152045,15
10163,14779.782969,5378723,72699653,5
11256,14779.843029,4632738,54473877,10
10164,14779.935277,1589457,35078260,13
10165,14780.476689,4755656,69291856,1
10166,14780.697506,6353591,90959337,9
10167,14780.724788,6739298,84381103,7
11257,14781.308567,5171034,75174967,18
11258,14783.052606,7557339,97062853,14
11259,14783.258279,5675421,86737739,2
11260,14783.836397,6107754,70885553,4
11261,14784.227171,5649990,76243082,0
10168,14784.910697,1657274,36553277,17
11262,14785.351334,6739299,91501871,6
10169,14785.790449,2254910,39282905,11
11263,14785.92412,2479553,44453939,16
10170,14786.025019,1636081,35502116,3
11264,14787.058695,6234911,76175266,8
11265,14787.621113,5844964,77701144,12
10171,14789.208665,1042684,34857856,15
10172,14789.797179,5705091,72970920,5
11266,14789.829076,4713270,55914985,10
10173,14789.950193,1123217,35942926,13
10174,14790.558397,1915826,55948893,1
10175,14790.694621,5382962,80888537,7
10176,14790.697312,6251865,86619060,9
11267,14791.320791,5722046,60611301,18
11268,14793.036861,7146200,87704129,14
11269,14793.292888,5870396,75581868,2
11270,14793.837338,6264580,63696967,4
11271,14794.213958,5276998,74734158,0
10177,14794.930419,1555549,37129720,17
11272,14795.396089,6752014,101352268,6
10178,14795.785309,2199809,37468804,11
11273,14795.860304,2331204,45793321,16
10179,14796.03593,4060534,45589871,3
11274,14797.107198,3649394,54711236,8
11275,14797.56675,5450779,70987278,12
10180,14799.171909,4285177,48099094,15
10181,14799.782964,6154379,73411729,5
11276,14799.808676,4963345,55660671,10
10182,14799.935178,1390245,36638048,13
10183,14800.513071,2356635,42928060,1
10184,14800.681691,5556742,90772840,9
10185,14800.742073,6027222,79973009,7
11277,14801.318632,5933973,79481337,18
11278,14803.272663,5649990,77107748,2
11279,14803.47387,7086860,100521511,14
11280,14803.842434,6590950,68308512,4
11281,14804.190449,4526774,67138672,0
10186,14804.916605,1958211,38282606,17
11282,14805.347752,6692674,102183024,6
10187,14805.780735,1419915,33399794,11
11283,14805.906788,1911587,37824843,16
10188,14805.999144,3068712,42165120,3
11284,14807.060465,3903707,64680312,8
11285,14807.618726,5459255,68698459,12
10189,14809.190498,5158318,56915284,15
10190,14809.770418,5518595,79345703,5
11286,14809.838827,6370545,63052708,10
10191,14809.93959,3649394,42215983,13
10192,14810.518235,1394484,41859945,1
10193,14810.684795,5887349,87229411,9
10194,14810.738315,5471971,82041422,7
11287,14811.311583,5768670,60424805,18
11288,14813.038896,6841024,103030735,14
11289,14813.255854,4590353,79532199,2
11290,14813.839416,4030863,55304634,4
11291,14814.247277,4263984,77056885,0
10195,14814.929475,1555549,36926270,17
11292,14815.346083,5908542,85194906,6
10196,14815.80237,1915826,37757026,11
11293,14815.863582,4662408,57101780,16
10197,14816.035345,2670288,37977431,3
11294,14817.05671,3467136,54914686,8
11295,14817.593155,5633037,79532200,12
10198,14819.190228,4908244,58186848,15
10199,14819.77161,5425347,74615479,5
11296,14819.820751,6192525,67308214,10
10200,14819.940375,1267327,37044949,13
10201,14820.516834,1576741,43470594,1
10202,14820.681388,5760193,86720785,9
10203,14820.721523,5823771,81532796,7
11297,14821.327933,5026923,71156819,18
11298,14823.27533,5018446,76921251,2
11299,14823.84578,4581875,62103271,4
11300,14824.226313,4026625,71105957,0
11301,14824.297258,7502238,121070014,14
10204,14824.919155,3318786,40673150,17
11302,14825.345128,6451077,85127088,6
10205,14825.794053,1034206,32484266,11
11303,14825.873376,2954271,46064588,16
10206,14825.99754,5438063,51625569,3
11304,14827.091138,5641513,69647895,8
11305,14827.609215,5679660,72665744,12
10207,14829.212722,4632738,53202312,15
10208,14829.770724,5120172,74801975,5
11306,14829.854176,6400214,78887939,10
10209,14829.940956,1992120,36519368,13
10210,14830.535003,1767477,46064589,1
10211,14830.704232,6866455,84143744,9
10212,14830.739515,6039937,88721382,7
11307,14831.307833,5806817,74055990,18
11308,14833.066349,6938510,97401937,14
11309,14833.257283,5573696,82007514,2
11310,14833.867391,6056892,70732964,4
11311,14834.246533,5048116,74734158,0
10213,14834.919582,2161662,33484565,17
11312,14835.34386,5281237,96571181,6
10214,14835.771939,1309713,34840902,11
11313,14835.857835,4967584,55660672,16
10215,14836.013938,4988776,54202610,3
11314,14837.059295,6078084,74920654,8
11315,14837.593351,5878872,75920953,12
10216,14839.205374,1920064,40588379,15
10217,14839.770351,5531311,72937011,5
11316,14839.822768,6468031,77650282,10
10218,14839.952076,1004537,33348931,13
10219,14840.532224,1496209,38994683,1
10220,14840.702778,6590950,82041423,9
10221,14840.723035,5768670,76056586,7
11317,14841.264238,5700854,70207384,18
11318,14843.010272,6972419,107218424,14
11319,14843.258006,5556743,80668132,2
11320,14843.847108,5370246,55474176,4
11321,14844.178464,5247328,76293945,0
10222,14844.91633,2742344,36129421,17
11322,14845.342084,7485284,106743707,6
10223,14845.759415,2894932,40757921,11
11323,14845.87712,5378723,60746935,16
10224,14846.011433,4993015,53507487,3
11324,14847.079205,4162259,55898031,8
11325,14847.593214,6086562,71105957,12
10225,14849.21428,1678467,37536621,15
10226,14849.771419,5433824,74072944,5
11326,14849.845452,6150140,74954563,10
10227,14849.936721,1712375,37587484,13
10228,14850.532422,2021789,45539009,1
10229,14850.702736,5476209,77836778,9
10230,14850.74191,6128947,86703830,7
11327,14851.332613,5060831,69597032,18
11328,14853.044201,6866455,107811822,14
11329,14853.255817,5972120,75514051,2
11330,14853.894981,6069607,70699056,4
11331,14854.248758,4386902,70410835,0
10231,14854.932455,2979702,37434896,17
11332,14855.344239,7078382,99962022,6
10232,14855.781673,1682705,36858453,11
11333,14855.859989,4967583,51540798,16
10233,14856.014319,4391140,49641927,3
11334,14857.077737,5857680,76904297,8
11335,14857.570442,5878872,78989664,12
10234,14859.210107,1831054,35536024,15
10235,14859.770963,6429884,75378418,5
11336,14859.86836,5768670,80888536,10
10236,14859.94012,1085069,35247803,13
10237,14860.543822,1953973,38045247,1
10238,14860.684796,6679959,84330241,9
10239,14860.743271,5586413,82736545,7
11337,14861.306699,5620321,67969428,18
11338,14863.037905,6934272,106947157,14
11339,14863.279053,3975762,62645806,2
11340,14863.823766,5306668,57169596,4
11341,14864.182108,5302429,76005723,0
10240,14864.940845,2500746,36163330,17
11342,14865.3577,6056892,89297825,6
10241,14865.767152,1720852,34959581,11
11343,14865.887609,2424452,42555067,16
10242,14866.011357,3178915,40266249,3
11344,14867.05612,4085964,57084825,8
11345,14867.594137,5090502,76005724,12
10243,14869.191583,1627605,35027398,15
10244,14869.771662,5658468,75632731,5
10245,14869.94188,2042983,36383735,13
11346,14869.948941,5098979,63307021,10
10246,14870.528694,2068413,41741265,1
10247,14870.681042,5777147,87093777,9
10248,14870.743359,5989074,74751113,7
11347,14871.307008,5649990,69139269,18
11348,14873.038606,6612142,95842150,14
11349,14873.268017,5281237,81397163,2
11350,14873.843899,5497402,66409641,4
11351,14874.228913,4772610,70207384,0
10249,14874.917844,2513462,41029189,17
11352,14875.346796,6484985,86178249,6
10250,14875.799327,2081130,36688910,11
11353,14875.87153,4814996,57050917,16
10251,14876.013096,2640618,43368869,3
11354,14877.080352,5878873,76548259,8
11355,14877.613413,5844963,71461996,12
10252,14879.210252,3263685,39961073,15
10253,14879.756003,5874634,81685384,5
11356,14879.858229,4577637,61662462,10
10254,14879.939464,2606709,38163926,13
10255,14880.528585,2263388,42131212,1
10256,14880.69875,5874634,88687473,9
10257,14880.720176,5018446,84737142,7
11357,14881.320783,5840726,77412923,18
11358,14883.05612,5789863,88738335,14
11359,14883.323674,7146199,88517931,2
11360,14883.83898,6357829,63527425,4
11361,14884.226513,4505581,70817736,0
10258,14884.926902,3462897,39655897,17
11362,14885.369433,7311503,108100044,6
10259,14885.776448,962151,32721626,11
11363,14885.857469,4191929,48234728,16
10260,14886.016835,1873440,37519667,3
11364,14887.057404,5789862,76344807,8
11365,14887.592162,5276998,78497992,12
10261,14889.211226,2254910,38926866,15
10262,14889.746287,5700853,85686578,5
11366,14889.820863,5412631,66663954,10
10263,14889.941822,1631843,35569933,13
10264,14890.531312,1559787,38706462,1
10265,14890.692002,5993313,77548557,9
10266,14890.744079,5692376,75174967,7
11367,14891.312028,5535549,68613688,18
11368,14893.057991,6408691,81837972,14
11369,14893.255583,6802877,92773437,2
11370,14893.844296,5671183,61425103,4
11371,14894.191175,5243090,76972113,0
10267,14894.93189,2479553,39147271,17
11372,14895.343988,7430183,109117296,6
10268,14895.773713,2161662,36655002,11
11373,14895.859595,5493164,54338243,16
10269,14896.013256,1894633,37316217,3
11374,14897.056167,5802579,75598823,8
11375,14897.590956,5696615,69647895,12
10270,14899.210051,1313951,35654704,15
10271,14899.77828,5717807,77870687,5
11376,14899.827668,3352695,57729085,10
10272,14899.942256,1822578,36180284,13
10273,14900.512301,2805922,36790636,1
10274,14900.704201,6819831,95893012,9
10275,14900.741902,5908543,76158312,7
11377,14901.324423,5043878,66918268,18
11378,14903.060691,5264282,74768067,14
11379,14903.276234,6319682,88195801,2
11380,14903.894244,5789863,70783827,4
11381,14904.226837,6022983,74327257,0
10276,14904.912003,1805624,33467611,17
11382,14905.343024,7960001,112067328,6
10277,14905.800704,2276102,37197537,11
11383,14905.895548,3857082,53744846,16
10278,14906.016912,1055400,35298665,3
11384,14907.07252,7264879,91840956,8
11385,14907.563512,5950928,75971815,12
10279,14909.170059,3318787,40673150,15
10280,14909.778985,6362067,87839762,5
11386,14909.854408,5887350,82838270,10
10281,14909.951908,3666348,43097602,13
10282,14910.520375,2386305,42402479,1
10283,14910.729728,6150139,79922146,7
11387,14911.306039,5556742,67562527,18
11388,14913.055793,5026923,66155327,14
11389,14913.216397,6446838,87670220,2
11390,14913.824254,4361471,54202610,4
11391,14914.196885,5806817,78870986,0
10284,14914.932974,2403259,37943522,17
11392,14915.341677,6281535,105472141,6
10285,14915.799228,1555549,35620795,11
11393,14915.869208,1534356,38655599,16
10286,14916.005963,2059936,35146077,3
10287,14916.406916,10125902,155334473,9
11394,14917.056156,5900065,71224637,8
11395,14917.546052,5421108,74225532,12
10288,14919.187807,2314250,38672553,15
10289,14919.7634,5891588,84313287,5
11396,14919.826538,3780788,51761204,10
10290,14919.934389,1729329,36298964,13
10291,14920.521685,1669989,36468506,1
10292,14920.745897,2954271,54168701,9
10293,14920.76109,5675422,77667236,7
11397,14921.307099,5285475,73903401,18
11398,14923.03645,6044176,73513455,14
11399,14923.307958,6209480,81346300,2
11400,14923.860188,3615485,58390299,4
11401,14924.246195,5976359,70953369,0
10294,14924.916702,1775954,34417046,17
11402,14925.342655,6213718,101453993,6
10295,14925.781228,1475016,36960178,11
11403,14925.897505,2216763,40740967,16
10296,14925.998566,3666348,41673449,3
11404,14927.071451,5497402,76649983,8
11405,14927.615,5819533,71750217,12
10297,14929.164346,3157721,40266249,15
10298,14929.75788,5925497,85669624,5
11406,14929.882125,5090502,63340928,10
10299,14929.934139,3399319,43114556,13
10300,14930.529364,2496508,42911106,1
10301,14930.683743,5777147,99317763,9
10302,14930.761707,6667243,81159804,7
11407,14931.307745,5577935,74971517,18
11408,14933.035306,6353591,93095568,14
11409,14933.222893,6328159,76768663,2
11410,14933.837996,4170736,55677626,4
11411,14934.245418,5739000,73276096,0
10303,14934.935233,3361172,38791233,17
11412,14935.34443,7074144,93807645,6
10304,14935.797413,1606412,36553277,11
11413,14935.870637,1453824,37892659,16
10305,14935.997376,1352098,34501817,3
11414,14937.029684,5154080,74734158,8
11415,14937.593439,5866157,75819228,12
10306,14939.204967,2293057,39045546,15
10307,14939.756978,5815294,87246365,5
11416,14939.827964,5505880,70953370,10
10308,14939.939624,1428392,35179986,13
10309,14940.529755,2280341,37621392,1
10310,14940.682747,6379022,108506944,9
10311,14940.875908,5963644,72614882,7
11417,14941.307714,5611844,68071154,18
11418,14943.064754,6073845,90399848,14
11419,14943.256788,6421407,78328451,2
11420,14943.836443,4263984,59797499,4
11421,14944.225545,5471971,74852837,0
10312,14944.914911,2454122,34569634,17
11422,14945.343541,7476807,86415608,6
10313,14945.785196,1131693,35705566,11
11423,14945.920474,2140469,35790338,16
10314,14945.998549,1610650,35451254,3
11424,14947.073139,5679661,72580974,8
11425,14947.593155,5692376,71156819,12
10315,14949.210057,2153185,37757026,15
10316,14949.755581,5268521,81261528,5
11426,14949.844141,5433824,64239502,10
10317,14949.941007,1674229,35485162,13
10318,14950.533124,3111098,50659179,1
10319,14950.759489,5293952,81736246,7
10320,14950.790696,7214016,112270779,9
11427,14951.306823,5658467,71987576,18
11428,14953.04926,6357829,97910563,14
11429,14953.262167,5327860,65324571,2
11430,14953.823113,6400214,71885851,4
11431,14954.247624,4242791,69359673,0
10321,14954.941016,3259446,38180881,17
11432,14955.35754,6709629,95536974,6
10322,14955.778679,1585219,38672554,11
11433,14955.859354,1572503,40079753,16
10323,14955.997857,936721,34722222,3
11434,14957.079505,4950629,76226128,8
11435,14957.59642,5713568,78091092,12
10324,14959.19049,2102322,38723416,15
10325,14959.737904,5421108,88924832,5
11436,14959.850902,5484687,69376627,10
10326,14959.934214,1398722,36841498,13
10327,14960.525126,1165602,39537218,1
10328,14960.703875,5455017,84177653,9
10329,14960.727424,5785624,78582764,7
11437,14961.321614,5768670,70088704,18
11438,14963.039902,6468031,83177354,14
11439,14963.258786,5789863,76463488,2
11440,14963.821992,4064772,54083930,4
11441,14964.226286,5098979,76158312,0
10330,14964.914664,2038744,34179688,17
11442,14965.341061,6773207,95062256,6
10331,14965.762429,1089308,35078260,11
11443,14965.910954,1593696,38316514,16
10332,14965.997767,1695421,34484863,3
11444,14967.009449,5594889,81007216,8
11445,14967.614655,5815295,76039632,12
10333,14969.190412,2098083,39672851,15
10334,14969.715635,5739000,85737441,5
11446,14969.894035,3645155,54948595,10
10335,14969.956117,1610650,33450657,13
10336,14970.531458,1360575,38231744,1
10337,14970.682146,6039938,85093180,9
10338,14970.76073,5747477,78769260,7
11447,14971.327273,5366008,65867106,18
11448,14973.051439,6268819,83380806,14
11449,14973.256412,5535550,70410834,2
11450,14973.826645,4687839,60831706,4
11451,14974.243185,3890991,72903103,0
10339,14974.931848,2322727,36434597,17
11452,14975.372071,7188585,100402832,6
10340,14975.795898,1237657,37316217,11
11453,14975.857399,4819234,50828722,16
10341,14975.997446,3869798,40520562,3
11454,14977.077876,4942153,81804063,8
11455,14977.567057,5789862,82821316,12
10342,14979.189427,1246135,35858155,15
10343,14979.715912,6154379,93299018,5
11456,14979.849382,5293952,65443251,10
10344,14979.957176,1513163,36146376,13
10345,14980.535979,2348158,38367377,1
10346,14980.682994,6048414,91908773,9
10347,14980.727521,6078085,81973606,7
11457,14981.328409,5688137,73818631,18
11458,14983.057593,6247627,79091389,14
11459,14983.270284,5281236,76073541,2
11460,14983.831522,4361470,57220459,4
11461,14984.225717,5124410,70580377,0
10348,14984.91796,2721151,37519667,17
11462,14985.34874,5874634,98385281,6
10349,14985.759361,2653334,38435194,11
11463,14985.913991,1843770,37604438,16
10350,14985.997723,1207987,35044352,3
11464,14987.055038,5213419,78023275,8
11465,14987.56065,6035699,88450114,12
10351,14989.210468,2081129,38570827,15
10352,14989.734673,6607903,89246961,5
11466,14989.820929,5476210,66053602,10
10353,14989.951767,2136231,40079752,13
10354,14990.534921,2153185,32772488,1
10355,14990.701594,6256104,95570882,9
10356,14990.759083,5230373,79532199,7
11467,14991.328779,5302430,65799289,18
11468,14993.036221,6209479,90264215,14
11469,14993.257016,5463494,72174072,2
11470,14993.856603,4094442,53388807,4
11471,14994.228639,5221897,74462891,0
10357,14994.89122,3395080,44097901,17
11472,14995.345458,6993611,96605089,6
10358,14995.753378,4959107,45996772,11
11473,14995.876172,3818936,54863824,16
10359,14995.997433,1568265,35586887,3
11474,14997.079156,5255805,72733561,8
11475,14997.637604,5518595,86195204,12
10360,14999.208078,1246134,35044353,15
10361,14999.778482,5696615,86127388,5
11476,14999.843,3471375,55135091,10
10362,14999.935813,1610650,39927165,13
10363,15000.527367,2928839,42012533,1
10364,15000.699527,6179809,97147624,9
10365,15000.760338,5963644,85940891,7
11477,15001.327585,5692376,68291558,18
11478,15003.056654,6629096,99589030,14
11479,15003.253511,5306668,75107151,2
11480,15003.844958,6116231,71089003,4
11481,15004.2285,5696615,70495605,0
10366,15004.912862,2471076,40045844,17
11482,15005.350778,6497701,99877252,6
10367,15005.779941,1441108,36926269,11
11483,15005.919833,2911886,42283800,16
10368,15005.99802,1424154,35315620,3
11484,15007.070699,5569458,81498888,8
11485,15007.593714,6273058,90891520,12
10369,15009.163562,3094144,39045545,15
10370,15009.783044,6256103,89806450,5
11486,15009.842412,5594889,65663656,10
10371,15009.952774,2547370,37146674,13
10372,15010.536469,2182855,41080051,1
10373,15010.683786,5811056,93485514,9
10374,15010.732112,6001790,85008409,7
11487,15013.035955,6294251,90298123,14
11488,15013.257328,5696615,74208577,2
11489,15013.824517,6395976,69037543,4
11490,15014.246592,5484687,76378716,0
10375,15014.933675,1814101,35586887,17
11491,15014.958048,8057488,105963813,18
11492,15015.361386,6913079,98164876,6
10376,15015.810136,1877678,33433702,11
11493,15015.861698,4899766,54253472,16
10377,15015.997366,2131991,36349826,3
11494,15017.056636,5552504,77904595,8
11495,15017.560704,6107754,81804064,12
10378,15019.205873,2526177,39045546,15
10379,15019.759323,5942451,85839166,5
11496,15019.865457,3454420,65358480,10
10380,15019.941737,2441406,41283502,13
10381,15020.525792,1674228,35773383,1
10382,15020.760984,5993313,79905192,7
10383,15020.818449,5726284,79379612,9
11497,15021.310787,5768670,64120823,18
11498,15023.035083,5963643,92858208,14
11499,15023.233574,5204942,68427192,2
11500,15023.869659,4416572,62628852,4
11501,15024.227789,4878574,70580377,0
10384,15024.921963,2072652,35468207,17
11502,15025.364061,5815294,84415012,6
10385,15025.748014,1118978,37044949,11
11503,15025.858429,6192526,66019694,16
10386,15025.997262,3039043,38452149,3
11504,15027.059003,6196764,82194011,8
11505,15027.606619,5077786,74089898,12
10387,15029.193426,2437168,39248997,15
10388,15029.741598,7654826,88619656,5
11506,15029.883438,4365709,56627061,10
10389,15029.935692,1903110,37044949,13
10390,15030.537112,3403558,44352214,1
10391,15030.684055,5399916,79057482,9
10392,15030.754634,5836487,82906088,7
11507,15031.322991,7040236,71818034,18
11508,15033.001464,5382962,78989665,14
11509,15033.255696,5438063,74920654,2
11510,15033.836605,4556444,57830811,4
11511,15034.196821,5281236,64765082,0
10393,15034.931277,1962450,36485460,17
11512,15035.368348,6120470,91942681,6
10394,15035.794138,1682706,37214492,11
11513,15035.858662,4802280,55135091,16
10395,15035.997954,2670288,40011935,3
11514,15037.07231,5861918,78226725,8
11515,15037.546108,6192525,79735650,12
10396,15039.189769,2534654,40300157,15
10397,15039.711152,6429884,85991753,5
11516,15039.822119,4458958,61543783,10
10398,15039.934969,1144409,33959283,13
10399,15040.485179,1860724,38231744,1
10400,15040.702354,5993313,75683593,9
10401,15040.755991,5679661,78904893,7
11517,15041.306238,6404453,75768364,18
11518,15043.036281,6417169,93841553,14
11519,15043.271601,5751716,72631836,2
11520,15043.887206,3263685,53846571,4
11521,15044.225916,4963345,75836182,0
10402,15044.925738,2356635,36112468,17
11522,15045.371755,6442600,86720784,6
10403,15045.780955,1118977,34484863,11
11523,15045.90363,3980000,56525336,16
10404,15045.997288,1241896,32653809,3
11524,15047.070159,4425049,74462891,8
11525,15047.593127,5671184,71902805,12
10405,15049.1882,1898872,37417942,15
10406,15049.774042,5764431,86381701,5
11526,15049.794709,2136230,46234131,10
10407,15049.935899,1856486,34145779,13
10408,15050.527682,2119277,39452446,1
10409,15050.703815,6078085,73632135,9
10410,15050.727255,5823771,86669922,7
11527,15051.329168,5823771,70682102,18
11528,15053.256455,4887051,68630643,2
11529,15053.387159,6192525,91942681,14
11530,15053.838912,4141066,59899224,4
11531,15054.265509,4535251,69071452,0
10411,15054.920426,2136231,37248399,17
11532,15055.350521,6790161,92044407,6
10412,15055.783499,1665752,36875407,11
11533,15055.869836,4039341,45895047,16
10413,15055.995515,1568264,38892958,3
11534,15057.028428,5366007,77870687,8
11535,15057.578534,6290012,85093180,12
10414,15059.193958,1597934,36383734,15
10415,15059.757566,6039938,89789496,5
11536,15059.881071,4357232,63866509,10
10416,15059.940425,1441108,34806993,13
10417,15060.519046,2250671,34637452,1
10418,15060.704526,6404453,75022379,9
10419,15060.730128,5573696,83872477,7
11537,15061.346657,4488627,60340034,18
11538,15063.036368,6527371,95180935,14
11539,15063.280369,4844665,65765380,2
11540,15063.824242,6196764,72140164,4
11541,15064.227351,5251567,76938205,0
10420,15064.918008,2254910,35315620,17
11542,15065.372355,7222494,93943278,6
10421,15065.791438,2229478,40486653,11
11543,15065.896572,4581875,52286784,16
10422,15066.016937,2030267,35739475,3
11544,15067.056473,5828010,70359971,8
11545,15067.606006,5535549,74395074,12
10423,15069.189664,3234016,39757623,15
10424,15069.757191,6162855,85347494,5
11546,15069.883708,3882514,55338542,10
10425,15069.952684,3649394,48353407,13
