time,consumption,name,category,description,pid,mainThreadIndex,itération
3608.080865,202416314,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3616.807453,83516438,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3626.717018,106353760,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3636.71703,111304389,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3646.717036,110439725,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3656.717226,110354953,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3666.716145,113016764,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3676.717212,110609267,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3686.716454,113762749,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3696.716185,116594103,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3706.716021,116339789,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3716.71773,115898980,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3726.71318,118306478,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3736.714728,118238661,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3746.714405,116611057,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3756.716094,119086372,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3766.714505,118577745,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3776.716524,119205051,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3786.714549,119137234,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3796.716226,117560493,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3806.715631,114949544,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3816.716873,112948948,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3826.71657,101945665,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3836.716463,113440619,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3846.715391,118442112,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3856.702664,114593506,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3866.990774,128190782,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3876.71736,100674099,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3886.717291,116678874,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3896.716622,112847222,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3906.715337,112677680,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3916.715038,113474528,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3926.712613,112626818,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3936.715827,111643473,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3946.726163,113169352,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3956.716014,112711589,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3966.715641,108354357,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3976.715033,112779405,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3986.714757,113898383,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
3996.71699,114067925,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4006.715797,112796360,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4016.715694,114237468,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4026.716377,114339192,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4036.716264,110541450,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4046.713619,116136339,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4056.715425,114118788,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4066.715345,114135742,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4076.715019,113474528,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4086.713632,114729140,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4096.716893,114898681,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4106.714928,114576552,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4116.952604,114305284,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4126.71663,116797553,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4136.715585,103725858,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4146.744418,117780897,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4156.718176,112999810,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4166.715057,112592909,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4176.716495,115152995,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4186.778942,114712185,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4196.743261,118187799,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4206.717888,114508734,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4216.945444,114542644,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4226.716923,115831163,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4236.718122,118408203,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4246.729585,116102430,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4256.716694,113898384,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4266.837464,120239258,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4276.717032,116814507,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4286.716854,112287733,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4296.719727,120663113,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4306.756704,118747288,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4316.71636,114813910,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4326.716967,119408502,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4336.716175,117780897,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4346.71675,120290121,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4356.715032,118204752,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4366.735444,119137234,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4376.793259,118187799,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4386.716294,118238661,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4396.717619,118594699,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4406.716982,119069417,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4416.714713,117475722,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4426.932748,118730333,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4436.715631,117916531,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4446.716689,107201470,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4456.718059,118781196,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4466.842804,118882921,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4476.717704,117051867,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4486.712841,117713080,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4496.712471,118882921,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4506.714173,118781196,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4516.714051,116017659,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4526.712292,117933486,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4536.716392,118408203,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4546.713547,118052164,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4556.71375,116797554,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4566.714032,119086371,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4576.719992,122409397,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4586.717643,116119385,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4596.716379,118153889,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4606.774533,114152697,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4616.806618,117509630,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4626.715749,116661919,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4636.714742,116492378,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4646.713338,118391249,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4656.720533,115898980,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4666.723422,117136637,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4676.72851,118882921,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4686.803235,120578342,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4696.716701,115627713,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4708.78666,134887695,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4716.716073,88704427,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4726.71643,113813612,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4736.717051,115424263,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4746.718667,115865071,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4756.725498,101403131,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4766.716897,114067925,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4776.71686,113677978,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4786.74277,113949246,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4796.715849,114949545,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4806.722937,113644070,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4816.82093,111711290,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4826.718663,115356445,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4836.714298,112948948,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4846.715996,118764241,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4856.754346,114627414,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4866.717123,114915636,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4876.718646,111728245,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4886.810335,110660129,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4897.009095,111541748,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4906.719973,111626519,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4916.719689,110134549,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4926.715823,112999810,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4936.719398,110575358,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4946.715575,109778510,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4956.724426,107676188,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4966.85744,109388563,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4976.7215,109490289,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4986.713878,108930800,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
4996.717766,110253228,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
5006.716867,110304091,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
5017.089542,113440619,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
5026.717502,114644369,Power: CPU package,power,Consumption of the whole processor package,77791,0,6
