time,consumption,name,category,description,pid,mainThreadIndex,itération
3617.807049,25723775,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3627.057369,5353292,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3637.058125,5976359,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3647.059551,6468031,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3657.058134,6743537,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3667.057658,5849202,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3677.058616,5565220,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3687.056255,5289713,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3697.057406,6116232,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3707.055842,5209181,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3717.058261,5870395,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3727.05563,5544027,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3737.057528,5794101,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3747.056885,6739298,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3757.059969,6209480,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3767.056772,5840725,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3777.058071,5692376,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3787.055821,5925497,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3797.058469,5382961,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3807.057487,5404155,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3817.058086,5730523,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3827.059507,5603366,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3837.058132,6578234,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3847.057289,6726583,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3857.059387,6752014,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3867.059064,6531609,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3877.058021,6917318,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3887.058158,6663004,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3897.081704,6099277,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3907.057067,6001791,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3917.058774,5675422,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3927.058412,5972120,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3937.055807,5565220,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3947.05795,6184048,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3957.056714,5260043,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3967.05568,5645752,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3977.057249,6061130,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3987.055345,5705092,Power: DRAM,power,Consumption of the dram domain,79733,0,8
3997.055302,4993015,Power: DRAM,power,Consumption of the dram domain,79733,0,8
4007.055093,5404154,Power: DRAM,power,Consumption of the dram domain,79733,0,8
4017.057428,5171035,Power: DRAM,power,Consumption of the dram domain,79733,0,8
4027.056619,6353590,Power: DRAM,power,Consumption of the dram domain,79733,0,8
4037.05819,5917019,Power: DRAM,power,Consumption of the dram domain,79733,0,8
4047.057129,5747477,Power: DRAM,power,Consumption of the dram domain,79733,0,8
4057.058816,5026924,Power: DRAM,power,Consumption of the dram domain,79733,0,8
4067.057558,6234910,Power: DRAM,power,Consumption of the dram domain,79733,0,8
4077.058297,5179511,Power: DRAM,power,Consumption of the dram domain,79733,0,8
