time,consumption,name,category,description,pid,mainThreadIndex,itération
3570.466153,13194613,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3573.973769,2153185,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3583.037212,5599128,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3593.042882,5938212,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3603.036346,5531311,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3613.037642,5764432,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3623.040192,5264282,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3633.724204,6290012,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3643.038607,5073547,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3653.037687,5933974,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3663.039244,5832248,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3673.037928,5548265,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3683.039026,5467733,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3693.039224,6586710,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3703.039029,6497702,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3713.037816,6302727,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3723.038179,6629096,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3733.037455,5548265,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3743.036574,5628798,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3753.036097,5777147,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3763.036775,5764432,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3773.03645,5048116,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3783.037828,5187988,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3793.03672,5043878,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3803.037639,5539788,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3813.036772,6039937,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3823.039771,7214016,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3833.037689,6442600,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3843.039411,6930034,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3853.03619,5933973,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3863.038095,6629096,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3873.038586,6684198,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3883.036987,6663004,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3893.036522,5544027,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3903.038375,5730523,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3913.037547,6010267,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3923.038175,5594890,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3933.037409,5531311,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3943.036289,5772908,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3953.035277,5717808,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3963.036719,5904303,Power: DRAM,power,Consumption of the dram domain,85659,0,14
3973.037206,6353590,Power: DRAM,power,Consumption of the dram domain,85659,0,14
