time,DRAM_Consumption,category,pid,mainThreadIndex,itération
7825.877411,4747179,power,87606,0,16
7826.714197,5442301,power,77791,0,6
7827.074884,4831950,power,79733,0,8
7827.610765,4302131,power,83662,0,12
7829.846072,6319682,power,81735,0,10
7831.31103,10816786,power,89599,0,18
7833.06343,4988776,power,85659,0,14
7833.257034,6434123,power,73894,0,2
7833.84693,6849501,power,75817,0,4
7834.498544,7303026,power,71855,0,0
7835.810671,4577637,power,87606,0,16
7836.728481,5323622,power,77791,0,6
7837.078804,5675422,power,79733,0,8
7837.610873,4628500,power,83662,0,12
7839.891546,6455315,power,81735,0,10
7841.3104,4090203,power,89599,0,18
7843.07343,6179809,power,85659,0,14
7843.218746,5857679,power,73894,0,2
7843.826548,6205241,power,75817,0,4
7845.877007,4759894,power,87606,0,16
7846.713526,4543729,power,77791,0,6
7847.594586,2712673,power,83662,0,12
7847.84323,12779236,power,71855,0,0
7847.864097,5726284,power,79733,0,8
7849.861364,5760193,power,81735,0,10
7851.306109,8227031,power,89599,0,18
7853.058088,3890992,power,85659,0,14
7853.262227,6111993,power,73894,0,2
7853.845437,5230374,power,75817,0,4
7855.858575,5539788,power,87606,0,16
7856.080252,3246731,power,71855,0,0
7856.749369,5459255,power,77791,0,6
7857.057062,5764432,power,79733,0,8
7857.609981,5874634,power,83662,0,12
7859.83765,5675422,power,81735,0,10
7861.306393,7875230,power,89599,0,18
7863.077676,4594591,power,85659,0,14
7863.263447,6379022,power,73894,0,2
7863.84532,5768670,power,75817,0,4
7865.877236,3992717,power,87606,0,16
7866.665516,4442003,power,77791,0,6
7867.057888,5654229,power,79733,0,8
7867.635772,5285475,power,83662,0,12
7869.841955,5599128,power,81735,0,10
7871.274426,6548564,power,89599,0,18
7873.050763,4204644,power,85659,0,14
7873.261847,3301832,power,73894,0,2
7873.843691,5497402,power,75817,0,4
7874.737241,12859768,power,71855,0,0
7875.855257,4433526,power,87606,0,16
7876.715398,5433825,power,77791,0,6
7877.077743,5573696,power,79733,0,8
7877.594884,5628798,power,83662,0,12
7879.841645,4971822,power,81735,0,10
7881.306438,7396274,power,89599,0,18
7883.046305,5683899,power,85659,0,14
7883.315017,4119873,power,73894,0,2
7883.843046,5353292,power,75817,0,4
7884.84897,8286370,power,71855,0,0
7885.877409,4433526,power,87606,0,16
7886.715224,4836188,power,77791,0,6
7887.070943,4997254,power,79733,0,8
7887.605673,6086561,power,83662,0,12
7889.841287,5425347,power,81735,0,10
7891.417892,6518894,power,89599,0,18
7893.037343,4908243,power,85659,0,14
7893.264811,2538893,power,73894,0,2
7893.850906,5433824,power,75817,0,4
7894.833775,7811653,power,71855,0,0
7895.85677,4191928,power,87606,0,16
7896.716305,5633036,power,77791,0,6
7897.07288,5590651,power,79733,0,8
7897.594805,5514357,power,83662,0,12
7899.843076,5179511,power,81735,0,10
7901.276281,5925496,power,89599,0,18
7903.037233,5743239,power,85659,0,14
7903.263993,3263685,power,73894,0,2
7903.862018,5433825,power,75817,0,4
7904.83167,8133782,power,71855,0,0
7905.876938,3895230,power,87606,0,16
7906.713006,5781386,power,77791,0,6
7907.05707,4933675,power,79733,0,8
7907.662411,5917019,power,83662,0,12
7909.841843,5823771,power,81735,0,10
7911.310644,6353591,power,89599,0,18
7913.048782,4225837,power,85659,0,14
7913.262356,4285177,power,73894,0,2
7913.843478,5607605,power,75817,0,4
7915.857178,4514058,power,87606,0,16
7916.730525,6141663,power,77791,0,6
7917.057379,5026923,power,79733,0,8
7917.596876,5137126,power,83662,0,12
7917.773276,8905199,power,71855,0,0
7919.842893,5688138,power,81735,0,10
7921.270932,5285475,power,89599,0,18
7923.003194,5073547,power,85659,0,14
7923.290742,3738403,power,73894,0,2
7923.86053,5527072,power,75817,0,4
7924.832235,5603366,power,71855,0,0
7925.856932,3903707,power,87606,0,16
7926.724227,3755357,power,77791,0,6
7927.071659,4984538,power,79733,0,8
7927.615421,4802280,power,83662,0,12
7929.841798,5382961,power,81735,0,10
7931.269596,5849202,power,89599,0,18
7933.066538,4382664,power,85659,0,14
7933.263089,2530416,power,73894,0,2
7933.864416,5764432,power,75817,0,4
7934.886013,7760790,power,71855,0,0
7935.856958,4463196,power,87606,0,16
7936.732256,4141066,power,77791,0,6
7937.026036,4942152,power,79733,0,8
7937.616868,3428989,power,83662,0,12
7939.841183,5488926,power,81735,0,10
7941.271573,5433824,power,89599,0,18
7943.073677,5082024,power,85659,0,14
7943.293055,2797445,power,73894,0,2
7943.865685,5781385,power,75817,0,4
7944.83622,8222792,power,71855,0,0
7945.877987,5226135,power,87606,0,16
7946.725772,3064473,power,77791,0,6
7947.071533,5124410,power,79733,0,8
7947.59318,4420810,power,83662,0,12
7949.845068,4954868,power,81735,0,10
7951.272159,5802579,power,89599,0,18
7953.040589,3471375,power,85659,0,14
7953.260567,3280639,power,73894,0,2
7953.837062,5751716,power,75817,0,4
7954.830231,8854336,power,71855,0,0
7955.856737,4543728,power,87606,0,16
7956.731857,4425049,power,77791,0,6
7957.077983,4658169,power,79733,0,8
7957.591282,5628798,power,83662,0,12
7959.842524,6243388,power,81735,0,10
7961.322776,5098978,power,89599,0,18
7963.075216,3115336,power,85659,0,14
7963.261891,2297296,power,73894,0,2
7963.861411,5192227,power,75817,0,4
7964.827311,7909139,power,71855,0,0
7965.878263,4755656,power,87606,0,16
7966.715427,4136827,power,77791,0,6
7967.072642,4696316,power,79733,0,8
7968.788702,6955465,power,83662,0,12
7969.836863,5751715,power,81735,0,10
7971.319805,5828010,power,89599,0,18
7973.049496,5514356,power,85659,0,14
7973.262753,3670586,power,73894,0,2
7973.862089,5840725,power,75817,0,4
7974.838465,7052951,power,71855,0,0
7975.808378,4768372,power,87606,0,16
7976.774864,3729927,power,77791,0,6
7977.076922,4352994,power,79733,0,8
7977.578469,5306667,power,83662,0,12
7979.844685,5378724,power,81735,0,10
7981.320868,6120470,power,89599,0,18
7983.038363,5247328,power,85659,0,14
7983.306748,2106561,power,73894,0,2
7984.822108,6675721,power,71855,0,0
7985.828307,4505581,power,87606,0,16
7986.726296,4259745,power,77791,0,6
7987.073784,3988478,power,79733,0,8
7987.552261,5518596,power,83662,0,12
7988.632854,8960300,power,75817,0,4
7990.37164,6298489,power,81735,0,10
7991.306454,5904304,power,89599,0,18
7993.03483,6264581,power,85659,0,14
7993.270244,2772013,power,73894,0,2
7993.843077,3428989,power,75817,0,4
7994.816692,6404452,power,71855,0,0
7995.85622,5887350,power,87606,0,16
7996.770416,3238254,power,77791,0,6
7997.078886,4747179,power,79733,0,8
7997.592939,4933675,power,83662,0,12
8000.119334,6061130,power,81735,0,10
8001.320295,5522834,power,89599,0,18
8002.997148,6722344,power,85659,0,14
8003.32588,2454122,power,73894,0,2
8003.82536,6285774,power,75817,0,4
8004.81195,5022685,power,71855,0,0
8005.830374,4662407,power,87606,0,16
8006.714837,5175273,power,77791,0,6
8007.070813,4577636,power,79733,0,8
8007.607964,5183750,power,83662,0,12
8009.794994,5649990,power,81735,0,10
8011.319488,5446540,power,89599,0,18
8013.036993,5484687,power,85659,0,14
8013.268571,2471076,power,73894,0,2
8013.826654,5887349,power,75817,0,4
8014.792902,6251865,power,71855,0,0
8015.85766,4848905,power,87606,0,16
8016.714736,3835890,power,77791,0,6
8017.077511,5077786,power,79733,0,8
8017.578352,3785027,power,83662,0,12
8020.07614,6052653,power,81735,0,10
8021.320674,5883110,power,89599,0,18
8023.038166,5772909,power,85659,0,14
8023.295781,4026625,power,73894,0,2
8023.822715,5149841,power,75817,0,4
8024.840217,6035699,power,71855,0,0
8025.877776,4170735,power,87606,0,16
8026.714024,5535549,power,77791,0,6
8027.05447,5204943,power,79733,0,8
8027.620585,5912781,power,83662,0,12
8029.84146,6022983,power,81735,0,10
8031.321459,5743239,power,89599,0,18
8033.057983,5959405,power,85659,0,14
8033.265712,3933377,power,73894,0,2
8033.836396,4645454,power,75817,0,4
8034.837139,5671183,power,71855,0,0
8035.859843,4319085,power,87606,0,16
8036.766017,5158319,power,77791,0,6
8037.055086,4730224,power,79733,0,8
8037.600777,5980597,power,83662,0,12
8039.7772,6349352,power,81735,0,10
8041.320358,5836487,power,89599,0,18
8043.054584,5633036,power,85659,0,14
8043.267266,2102322,power,73894,0,2
8043.823911,5048116,power,75817,0,4
8044.787591,5493164,power,71855,0,0
8045.833454,4556444,power,87606,0,16
8046.722786,4352993,power,77791,0,6
8047.069978,4980300,power,79733,0,8
8047.550086,4467435,power,83662,0,12
8049.840912,5802578,power,81735,0,10
8051.306646,5823771,power,89599,0,18
8053.053747,3958808,power,85659,0,14
8053.822805,5989075,power,75817,0,4
8054.809842,6285774,power,71855,0,0
8055.588602,7943048,power,73894,0,2
8055.864636,2237956,power,87606,0,16
8056.7522,4234314,power,77791,0,6
8057.077866,4611545,power,79733,0,8
8057.614915,5488925,power,83662,0,12
8059.842677,5980598,power,81735,0,10
8061.305584,6196764,power,89599,0,18
8063.058204,4035102,power,85659,0,14
8063.277343,4848904,power,73894,0,2
8063.823003,6150139,power,75817,0,4
8064.836367,5607605,power,71855,0,0
8065.920496,2407498,power,87606,0,16
8066.732446,1271566,power,77791,0,6
8067.073961,5438063,power,79733,0,8
8067.595292,5022685,power,83662,0,12
8069.834474,5688138,power,81735,0,10
8071.320053,5671183,power,89599,0,18
8073.054772,5700853,power,85659,0,14
8073.293174,7171630,power,73894,0,2
8073.822693,5607605,power,75817,0,4
8074.838078,5035400,power,71855,0,0
8075.870332,2021789,power,87606,0,16
8076.781633,2305772,power,77791,0,6
8077.072816,4480150,power,79733,0,8
8077.591195,4280938,power,83662,0,12
8079.841146,5679660,power,81735,0,10
8081.320413,5959405,power,89599,0,18
8083.038751,4624261,power,85659,0,14
8083.285294,7514954,power,73894,0,2
8083.822011,4946391,power,75817,0,4
8085.924759,2280342,power,87606,0,16
8086.731393,2403260,power,77791,0,6
8087.075933,5683899,power,79733,0,8
8087.591312,4683601,power,83662,0,12
8088.462318,6476508,power,71855,0,0
8089.845026,6124708,power,81735,0,10
8091.319479,5950928,power,89599,0,18
8093.073445,4920959,power,85659,0,14
8093.262543,7714166,power,73894,0,2
8093.852556,4399618,power,75817,0,4
8094.839724,3123813,power,71855,0,0
8095.870415,2810160,power,87606,0,16
8096.734449,2598232,power,77791,0,6
8097.079166,4412333,power,79733,0,8
8097.591822,3293355,power,83662,0,12
8099.809923,6294251,power,81735,0,10
8101.319621,6404453,power,89599,0,18
8102.994586,4501343,power,85659,0,14
8103.260515,7031758,power,73894,0,2
8103.83552,4560682,power,75817,0,4
8104.829817,5815295,power,71855,0,0
8105.925233,2165900,power,87606,0,16
8106.712786,4653931,power,77791,0,6
8107.07601,3712972,power,79733,0,8
8107.593263,4509820,power,83662,0,12
8109.85709,5997552,power,81735,0,10
8111.320289,5751715,power,89599,0,18
8113.061643,6179810,power,85659,0,14
8113.260859,7387797,power,73894,0,2
8113.822571,5925497,power,75817,0,4
8114.815764,5425347,power,71855,0,0
8115.869018,3653632,power,87606,0,16
8116.755143,4501343,power,77791,0,6
8117.079537,4412333,power,79733,0,8
8117.592649,4213121,power,83662,0,12
8119.842171,5883110,power,81735,0,10
8121.320879,6739299,power,89599,0,18
8123.049083,6328159,power,85659,0,14
8123.273213,7514954,power,73894,0,2
8123.824096,6078084,power,75817,0,4
8124.826663,5717807,power,71855,0,0
8125.920097,2971226,power,87606,0,16
8126.775308,5662706,power,77791,0,6
8127.057921,3831651,power,79733,0,8
8127.59127,3937615,power,83662,0,12
8129.856762,5688138,power,81735,0,10
8131.320951,6328159,power,89599,0,18
8133.068755,5289713,power,85659,0,14
8133.2877,7277595,power,73894,0,2
8133.836586,5349053,power,75817,0,4
8134.815622,5251567,power,71855,0,0
8135.868957,2636379,power,87606,0,16
8136.751629,4942152,power,77791,0,6
8137.078543,4641215,power,79733,0,8
8137.590644,4547967,power,83662,0,12
8139.856965,5692376,power,81735,0,10
8141.306082,6713867,power,89599,0,18
8143.086355,5421109,power,85659,0,14
8143.277658,6078084,power,73894,0,2
8143.823537,5124410,power,75817,0,4
8144.81575,5404154,power,71855,0,0
8145.917206,2191332,power,87606,0,16
8146.66896,5179511,power,77791,0,6
8147.071538,4336040,power,79733,0,8
8147.602875,4653931,power,83662,0,12
8149.858244,5683899,power,81735,0,10
8151.30677,6688436,power,89599,0,18
8153.037186,5243089,power,85659,0,14
8153.255909,5696614,power,73894,0,2
8153.844362,5594889,power,75817,0,4
8155.028036,6412930,power,71855,0,0
8155.870396,1491971,power,87606,0,16
8157.076929,4916721,power,79733,0,8
8157.651193,7108052,power,83662,0,12
8159.857549,6099277,power,81735,0,10
8161.321241,6366306,power,89599,0,18
8163.053654,5327861,power,85659,0,14
8163.272038,6150140,power,73894,0,2
8163.823773,5925497,power,75817,0,4
8164.838243,6429884,power,71855,0,0
8165.923804,3551907,power,87606,0,16
8167.073848,4255506,power,79733,0,8
8167.585305,7324219,power,83662,0,12
8168.669911,14351739,power,77791,0,6
8169.841795,5857680,power,81735,0,10
8171.321343,5823771,power,89599,0,18
8173.056799,6167094,power,85659,0,14
8173.257087,5959405,power,73894,0,2
8173.837939,5187988,power,75817,0,4
8174.839273,6006029,power,71855,0,0
8175.869193,2933078,power,87606,0,16
8177.077157,4929437,power,79733,0,8
8177.568008,5349053,power,83662,0,12
8178.769872,6777446,power,77791,0,6
8179.857986,5692376,power,81735,0,10
8181.319415,5666945,power,89599,0,18
8183.04164,6366306,power,85659,0,14
8183.279814,5777147,power,73894,0,2
8183.823113,5268521,power,75817,0,4
8184.858674,6497701,power,71855,0,0
8185.897705,3242493,power,87606,0,16
8187.07473,4386902,power,79733,0,8
8187.594762,6451077,power,83662,0,12
8188.668914,6527371,power,77791,0,6
8189.856318,5688137,power,81735,0,10
8191.321309,6001790,power,89599,0,18
8193.010283,4937913,power,85659,0,14
8193.256511,5806817,power,73894,0,2
8193.843417,5493164,power,75817,0,4
8194.84664,6552802,power,71855,0,0
8195.869416,3954569,power,87606,0,16
8197.078928,5861918,power,79733,0,8
8197.60828,5374485,power,83662,0,12
8198.661325,7862514,power,77791,0,6
8199.856913,6184048,power,81735,0,10
8201.320671,6111993,power,89599,0,18
8203.057367,4925198,power,85659,0,14
8203.277536,5950928,power,73894,0,2
8203.823421,5692376,power,75817,0,4
8204.837126,6345114,power,71855,0,0
8207.141814,6612142,power,79733,0,8
8207.610941,6022983,power,83662,0,12
8207.904059,6764730,power,87606,0,16
8208.686971,5599128,power,77791,0,6
8209.857886,5289714,power,81735,0,10
8211.319678,5764431,power,89599,0,18
8213.060013,5340577,power,85659,0,14
8213.256313,6141662,power,73894,0,2
8213.821019,5611844,power,75817,0,4
8214.838176,6294250,power,71855,0,0
8215.874507,5514357,power,87606,0,16
8218.31674,6222195,power,83662,0,12
8218.37424,8782281,power,79733,0,8
8218.670751,6103516,power,77791,0,6
8219.8565,6213718,power,81735,0,10
8221.320501,5204943,power,89599,0,18
8223.00231,6472269,power,85659,0,14
8223.276642,5285475,power,73894,0,2
8223.821166,5696614,power,75817,0,4
8224.846724,6434123,power,71855,0,0
8225.916119,6951226,power,87606,0,16
8227.120243,6298489,power,79733,0,8
8227.596399,5238851,power,83662,0,12
8228.689997,5633036,power,77791,0,6
8229.830917,8324517,power,81735,0,10
8231.320134,5276997,power,89599,0,18
8233.039611,5925497,power,85659,0,14
8233.254197,5679661,power,73894,0,2
8233.842946,5688138,power,75817,0,4
8234.836534,5730523,power,71855,0,0
8235.88861,7557339,power,87606,0,16
8237.062161,6679958,power,79733,0,8
8237.596373,5828010,power,83662,0,12
8238.705497,5819533,power,77791,0,6
8239.858631,6857978,power,81735,0,10
8241.322904,5692377,power,89599,0,18
8243.038339,5743238,power,85659,0,14
8243.275964,5823771,power,73894,0,2
8243.846526,6709628,power,75817,0,4
8244.836065,6412930,power,71855,0,0
8245.8595,5425347,power,87606,0,16
8247.342909,8913676,power,79733,0,8
8247.594873,4984537,power,83662,0,12
8248.666948,4378425,power,77791,0,6
8249.856476,5772908,power,81735,0,10
8251.722446,8684794,power,89599,0,18
8253.069891,5692376,power,85659,0,14
8253.257155,5989075,power,73894,0,2
8253.849765,7023282,power,75817,0,4
8254.837109,6010267,power,71855,0,0
8255.856613,7230971,power,87606,0,16
8257.059593,8036296,power,79733,0,8
8257.595256,6179810,power,83662,0,12
8258.666236,5679660,power,77791,0,6
8259.861395,7027520,power,81735,0,10
8261.30878,6514655,power,89599,0,18
8263.065242,5077786,power,85659,0,14
8263.273163,6061130,power,73894,0,2
8263.839311,5493164,power,75817,0,4
8264.836626,5917019,power,71855,0,0
8265.85749,6794400,power,87606,0,16
8267.05886,8756849,power,79733,0,8
8267.593877,5319383,power,83662,0,12
8268.667348,6468031,power,77791,0,6
8269.845431,8396573,power,81735,0,10
8271.308724,6663004,power,89599,0,18
8273.052345,5310907,power,85659,0,14
8273.279409,6463792,power,73894,0,2
8273.823066,5700853,power,75817,0,4
8274.838057,6171333,power,71855,0,0
8275.834782,5658467,power,87606,0,16
8277.058571,6340875,power,79733,0,8
8277.594414,5094741,power,83662,0,12
8278.669675,5743239,power,77791,0,6
8279.845153,7921855,power,81735,0,10
8281.309624,8735657,power,89599,0,18
8283.056825,4302130,power,85659,0,14
8283.29521,6434123,power,73894,0,2
8283.8519,7858276,power,75817,0,4
8284.836147,5688137,power,71855,0,0
8285.879245,5692376,power,87606,0,16
8287.055531,6353590,power,79733,0,8
8287.594918,5132887,power,83662,0,12
8288.666645,5166795,power,77791,0,6
8289.826039,5730523,power,81735,0,10
8291.280358,9591844,power,89599,0,18
8293.051473,4598830,power,85659,0,14
8293.260637,5573697,power,73894,0,2
8293.856444,8498298,power,75817,0,4
8294.836876,5501642,power,71855,0,0
8295.821778,5836487,power,87606,0,16
8297.230474,6887648,power,79733,0,8
8297.594413,5082024,power,83662,0,12
8298.667377,5480449,power,77791,0,6
8299.826207,6022983,power,81735,0,10
8301.307841,7417467,power,89599,0,18
8303.01118,4433526,power,85659,0,14
8303.233235,6234910,power,73894,0,2
8303.843902,5722046,power,75817,0,4
8304.836868,5425347,power,71855,0,0
8305.838054,5781386,power,87606,0,16
8307.062836,6404453,power,79733,0,8
8307.59411,5158319,power,83662,0,12
8308.667192,5624559,power,77791,0,6
8309.827686,6557040,power,81735,0,10
8311.307971,7188585,power,89599,0,18
8313.035763,5069309,power,85659,0,14
8313.263137,6646051,power,73894,0,2
8313.821975,5374485,power,75817,0,4
8314.836331,5124410,power,71855,0,0
8315.860247,5077786,power,87606,0,16
8317.059881,6790161,power,79733,0,8
8317.596494,5196465,power,83662,0,12
8318.666244,5069309,power,77791,0,6
8319.863112,6857978,power,81735,0,10
8321.309138,7273357,power,89599,0,18
8323.054942,4993015,power,85659,0,14
8323.220181,7273356,power,73894,0,2
8323.852936,5323622,power,75817,0,4
8324.849757,6819831,power,71855,0,0
8325.826846,6306966,power,87606,0,16
8327.057969,7637872,power,79733,0,8
8327.595621,5204942,power,83662,0,12
8328.666957,5980597,power,77791,0,6
8329.859105,5955167,power,81735,0,10
8331.32615,10130140,power,89599,0,18
8333.069779,5607604,power,85659,0,14
8333.210133,6510416,power,73894,0,2
8333.844969,6078084,power,75817,0,4
8334.836992,5298190,power,71855,0,0
8335.8579,5035400,power,87606,0,16
8337.595524,5056594,power,83662,0,12
8337.998885,7035997,power,79733,0,8
8338.665789,5221897,power,77791,0,6
8339.860857,7061428,power,81735,0,10
8341.283175,8612739,power,89599,0,18
8343.058953,5933974,power,85659,0,14
8343.214724,5933974,power,73894,0,2
8343.846434,6213718,power,75817,0,4
8344.836468,5340577,power,71855,0,0
8345.827957,5501641,power,87606,0,16
8347.065935,5497402,power,79733,0,8
8347.598874,4365709,power,83662,0,12
8348.66635,5298191,power,77791,0,6
8349.82586,8477105,power,81735,0,10
8351.304968,9435018,power,89599,0,18
8353.055262,4929437,power,85659,0,14
8353.212437,6014506,power,73894,0,2
8353.852725,5895826,power,75817,0,4
8354.853175,7493760,power,71855,0,0
8355.858751,5395678,power,87606,0,16
8357.061012,8578831,power,79733,0,8
8357.545292,4314846,power,83662,0,12
8358.66509,4509820,power,77791,0,6
8359.821991,7671780,power,81735,0,10
8361.30915,6925795,power,89599,0,18
8363.051362,6836785,power,85659,0,14
8363.209866,6061130,power,73894,0,2
8363.847491,6463793,power,75817,0,4
8364.850179,7692973,power,71855,0,0
8365.87794,5031161,power,87606,0,16
8367.453633,8320278,power,79733,0,8
8367.541552,5018446,power,83662,0,12
8368.666491,5298190,power,77791,0,6
8369.836962,5921258,power,81735,0,10
8371.271009,7252163,power,89599,0,18
8373.211726,6497701,power,73894,0,2
8373.220205,7824368,power,85659,0,14
8373.852226,7837084,power,75817,0,4
8374.838691,5717808,power,71855,0,0
8375.856052,5679661,power,87606,0,16
8377.616789,5285475,power,83662,0,12
8378.200985,6027222,power,79733,0,8
8378.665567,5090502,power,77791,0,6
8379.823895,6968181,power,81735,0,10
8381.31218,7769267,power,89599,0,18
8383.217284,5811056,power,73894,0,2
8383.256637,7883707,power,85659,0,14
8383.840769,6726582,power,75817,0,4
8384.818613,5942450,power,71855,0,0
8385.87612,5611843,power,87606,0,16
8387.618526,5115933,power,83662,0,12
8387.651513,6446838,power,79733,0,8
8388.666421,5166795,power,77791,0,6
8389.824259,7014804,power,81735,0,10
8391.293274,9146796,power,89599,0,18
8393.052964,6718106,power,85659,0,14
8393.227801,6090800,power,73894,0,2
8393.859429,6230673,power,75817,0,4
8394.81911,8879768,power,71855,0,0
8395.858429,5599128,power,87606,0,16
8397.193645,5425348,power,79733,0,8
8397.613887,5009969,power,83662,0,12
8398.666986,5840726,power,77791,0,6
8400.464898,8337233,power,81735,0,10
8401.275247,7841322,power,89599,0,18
8403.058724,6150140,power,85659,0,14
8403.212223,5878872,power,73894,0,2
8403.825211,6268819,power,75817,0,4
8404.82264,7960001,power,71855,0,0
8405.877134,5734762,power,87606,0,16
8407.056557,6264580,power,79733,0,8
8407.614668,5005731,power,83662,0,12
8408.665982,5476210,power,77791,0,6
8409.824922,7506476,power,81735,0,10
8411.311485,7315742,power,89599,0,18
8413.209648,5967882,power,73894,0,2
8413.681255,7358127,power,85659,0,14
8413.860156,7743835,power,75817,0,4
8414.825775,19175212,power,71855,0,0
8415.858368,4967583,power,87606,0,16
8417.362936,5908542,power,79733,0,8
8417.614654,5069309,power,83662,0,12
8418.667503,5366007,power,77791,0,6
8419.826767,8761088,power,81735,0,10
8421.277758,6849501,power,89599,0,18
8423.057701,5145603,power,85659,0,14
8423.206974,5717807,power,73894,0,2
8423.824184,7086860,power,75817,0,4
8425.878985,5717808,power,87606,0,16
8427.61543,5272759,power,83662,0,12
8428.310584,6853740,power,79733,0,8
8428.665428,5531311,power,77791,0,6
8429.78761,7519192,power,81735,0,10
8431.313499,7820129,power,89599,0,18
8433.037352,5166795,power,85659,0,14
8433.2341,5777147,power,73894,0,2
8433.827487,7476807,power,75817,0,4
8435.856817,5281236,power,87606,0,16
8437.058206,5967882,power,79733,0,8
8437.614348,5226135,power,83662,0,12
8438.66556,4560683,power,77791,0,6
8439.823338,6328159,power,81735,0,10
8439.984512,8561876,power,71855,0,0
8441.275509,7425944,power,89599,0,18
8443.055862,5616082,power,85659,0,14
8443.212195,5942451,power,73894,0,2
8444.085642,7328457,power,75817,0,4
8445.875919,5166796,power,87606,0,16
8447.055846,6811354,power,79733,0,8
8447.618557,5772909,power,83662,0,12
8448.666296,4658169,power,77791,0,6
8449.598811,17695957,power,71855,0,0
8449.822716,6815593,power,81735,0,10
8451.284645,8722941,power,89599,0,18
8453.033623,5904304,power,85659,0,14
8453.213616,5811055,power,73894,0,2
8453.861506,6535848,power,75817,0,4
8455.8604,5590650,power,87606,0,16
8457.064506,6739298,power,79733,0,8
8457.612993,5128648,power,83662,0,12
8458.665862,5251566,power,77791,0,6
8459.845861,6468031,power,81735,0,10
8461.310252,7150438,power,89599,0,18
8463.055391,5573697,power,85659,0,14
8463.211363,6362068,power,73894,0,2
8463.82241,7002089,power,75817,0,4
8465.877555,5857680,power,87606,0,16
8467.059008,6243388,power,79733,0,8
8467.613323,4840427,power,83662,0,12
8468.668285,5976359,power,77791,0,6
8469.821601,6807115,power,81735,0,10
8471.2776,7777744,power,89599,0,18
8473.057665,5917019,power,85659,0,14
8473.234703,6001790,power,73894,0,2
8473.845676,5315145,power,75817,0,4
8474.202873,7154676,power,71855,0,0
8475.857932,5662706,power,87606,0,16
8477.058062,6150140,power,79733,0,8
8477.613421,4946391,power,83662,0,12
8478.666949,5959405,power,77791,0,6
8479.822752,6150140,power,81735,0,10
8481.308142,7095337,power,89599,0,18
8483.074119,5243089,power,85659,0,14
8483.287864,5933974,power,73894,0,2
8483.842677,4624260,power,75817,0,4
8484.340567,7565817,power,71855,0,0
8485.856433,5700853,power,87606,0,16
8487.059793,6620619,power,79733,0,8
8487.613699,5895827,power,83662,0,12
8488.665656,5675422,power,77791,0,6
8489.821931,6747776,power,81735,0,10
8491.310984,7235209,power,89599,0,18
8493.062586,4802280,power,85659,0,14
8493.211016,5662706,power,73894,0,2
8493.82605,4904006,power,75817,0,4
8494.230256,8006625,power,71855,0,0
8495.859003,5243090,power,87606,0,16
8497.315345,5946689,power,79733,0,8
8497.613681,3980000,power,83662,0,12
8498.665104,5171034,power,77791,0,6
8499.824502,7108052,power,81735,0,10
8501.3092,7489522,power,89599,0,18
8503.058808,3577339,power,85659,0,14
8503.291072,7086860,power,73894,0,2
8503.827038,6976657,power,75817,0,4
8504.205059,7082622,power,71855,0,0
8505.878088,5455017,power,87606,0,16
8507.613464,4899767,power,83662,0,12
8508.264276,7040236,power,79733,0,8
8508.664343,5781386,power,77791,0,6
8509.824887,6752014,power,81735,0,10
8511.308878,8087159,power,89599,0,18
8513.059338,3984239,power,85659,0,14
8513.26979,6167094,power,73894,0,2
8513.854751,5624559,power,75817,0,4
8514.23994,7243686,power,71855,0,0
8515.861286,6001790,power,87606,0,16
8517.06205,5908542,power,79733,0,8
8517.614206,4831950,power,83662,0,12
8518.665801,5531311,power,77791,0,6
8519.825308,6946988,power,81735,0,10
8521.307367,7379320,power,89599,0,18
8523.054293,5154080,power,85659,0,14
8523.296889,6243387,power,73894,0,2
8523.825128,6268820,power,75817,0,4
8524.20187,7396274,power,71855,0,0
8525.877805,5963644,power,87606,0,16
8527.024361,6213718,power,79733,0,8
8527.612908,4848904,power,83662,0,12
8528.664881,5607605,power,77791,0,6
8529.825604,6298489,power,81735,0,10
8531.310389,6654527,power,89599,0,18
8533.059925,4403856,power,85659,0,14
8533.273953,6302728,power,73894,0,2
8533.924808,6557040,power,75817,0,4
8534.237231,6179810,power,71855,0,0
8535.860819,6103515,power,87606,0,16
8537.059804,7031759,power,79733,0,8
8537.614433,5090502,power,83662,0,12
8538.665019,5688137,power,77791,0,6
8539.822944,6493462,power,81735,0,10
8541.30839,7688734,power,89599,0,18
8543.058976,4259745,power,85659,0,14
8543.26527,6468031,power,73894,0,2
8543.823541,6777446,power,75817,0,4
8544.230479,7239447,power,71855,0,0
8545.877338,5429586,power,87606,0,16
8547.058919,6913079,power,79733,0,8
8547.61394,5018446,power,83662,0,12
8548.665207,5611844,power,77791,0,6
8549.82319,6179810,power,81735,0,10
8551.30628,7214017,power,89599,0,18
8553.059876,4484389,power,85659,0,14
8553.273827,7392036,power,73894,0,2
8553.877,6807115,power,75817,0,4
8554.199822,6175571,power,71855,0,0
8555.857747,5471971,power,87606,0,16
8557.055206,6527371,power,79733,0,8
8557.615226,5760193,power,83662,0,12
8558.665071,5688137,power,77791,0,6
8559.824378,6201002,power,81735,0,10
8561.309733,7506476,power,89599,0,18
8563.067426,5666945,power,85659,0,14
8563.296881,5849202,power,73894,0,2
8563.959541,6463793,power,75817,0,4
8564.211965,7180108,power,71855,0,0
