time,consumption,name,category,description,pid,mainThreadIndex,itération
3791.014513,271775987,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3800.49219,89653863,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3810.47907,103624132,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3820.47888,111660427,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3830.477646,115458171,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3840.478673,117865668,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3850.477964,114966499,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3860.477791,117153591,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3870.478712,118374295,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3880.524371,118408203,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3890.477373,112813314,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3900.480657,114491780,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3910.854977,114627415,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3920.450258,112270779,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3930.487345,113101535,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3940.479841,114966499,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3950.473697,116424560,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3960.485702,113830567,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3970.485105,114847819,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3980.486454,103980170,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
3990.476287,116984050,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4000.478107,117730034,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4010.478792,117679172,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4020.47852,118153890,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4030.477648,117424859,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4040.502042,116746691,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4050.4791,119272868,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4060.483053,117187500,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4070.47882,117848714,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4080.478288,118204752,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4090.478329,118255616,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4100.479613,117865668,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4110.477028,119340685,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4120.480478,118391249,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4130.477828,119561089,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4140.478557,118916829,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4150.479185,118967693,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4160.476254,118832058,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4170.479461,119628906,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4180.478158,118374295,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4190.482277,119713677,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4200.478396,119272868,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4210.479094,118730333,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4220.481155,119679769,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
4230.475818,119425456,Power: CPU package,power,Consumption of the whole processor package,72881,0,1
