time,consumption,name,category,description,pid,mainThreadIndex,itération
3422.011572,11367797,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3430.717836,4976061,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3440.682885,4865858,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3450.683003,5577935,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3460.68223,5310907,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3470.681408,4823472,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3480.680919,5154080,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3490.68233,5086263,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3500.683505,5463495,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3510.681549,4878574,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3520.682504,5213419,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3530.680638,5048116,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3540.680268,4730225,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3550.681007,4772610,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3560.682194,4768371,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3570.682192,5505880,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3580.680796,5616082,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3590.683648,5633037,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3600.68093,5213419,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3610.68211,5425347,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3620.893836,5060832,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3630.684507,6417169,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3640.685756,5560981,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3650.683783,6404452,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3660.686181,5565220,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3671.014951,6951226,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3680.685192,6510417,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3690.68509,6518893,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3700.684582,6815593,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3710.685866,5624559,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3720.685161,5722046,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3730.684131,4793803,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3740.685201,5620320,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3750.684946,6150140,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3760.686174,5679661,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3770.686376,6268819,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3780.684126,5925496,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3790.685237,6145901,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3800.683438,5929735,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3810.682091,5688138,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3820.682924,6268819,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3830.683408,5764431,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3840.684506,6298489,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3850.682626,6624858,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3860.684515,6612142,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3870.682707,5989075,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3880.681577,5933973,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3890.684614,6069607,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3900.684835,6395976,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3910.686049,5399916,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3920.685187,6807115,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3930.684051,5997552,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3940.683991,5552504,Power: DRAM,power,Consumption of the dram domain,80758,0,9
3950.839115,5861918,Power: DRAM,power,Consumption of the dram domain,80758,0,9
