time,consumption,name,category,description,pid,mainThreadIndex,itération
3404.894441,10032653,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3414.914379,6044176,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3424.889365,5141364,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3434.890823,5726285,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3444.887093,5658467,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3454.889314,5544027,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3464.887056,5480449,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3474.890631,5908542,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3484.888563,5628798,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3494.890522,5870395,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3504.889904,5637275,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3514.889136,5556742,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3524.889101,5128648,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3534.890327,6196764,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3544.887055,5069309,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3554.888347,4912482,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3564.888656,5603367,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3574.89107,5628798,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3584.887667,5751715,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3594.918082,6518894,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3604.892032,6989373,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3614.894481,6713867,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3624.890468,6514656,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3635.004541,6302727,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3644.890116,5412632,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3654.889993,6514655,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3664.892439,6184048,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3674.891385,6145901,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3684.890224,6370545,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3695.651028,6946987,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3705.008408,5391439,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3715.266986,5412632,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3724.890372,5921258,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3734.888602,5539788,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3744.888624,5658467,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3754.892251,5230374,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3764.888662,6713867,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3774.889661,5828010,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3784.886531,5281236,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3794.889062,5544027,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3804.886862,5175273,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3814.889768,5425347,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3824.889283,5688137,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3834.890218,5171035,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3844.889133,5332099,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3854.891099,5946689,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3864.891103,6039937,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3874.892183,6014506,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3884.889381,5548265,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3894.890667,5904304,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3904.94248,5798340,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3914.888757,5120171,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3924.889005,5828010,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3934.890543,5870395,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3944.888109,5408393,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3954.886798,5289714,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3964.889789,6018744,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3974.891918,6641812,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3984.893953,6942749,Power: DRAM,power,Consumption of the dram domain,88607,0,17
3994.888978,6264581,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4004.891769,6196764,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4014.892358,5768670,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4024.923398,6073845,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4034.89342,6048415,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4044.890547,5819532,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4054.889616,4501343,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4064.888862,5722046,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4074.889128,6179810,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4084.891194,5895826,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4094.891184,8595785,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4104.891196,6374783,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4114.89109,6145901,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4125.007056,6527371,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4134.894501,6709628,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4144.889982,6281535,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4154.891801,6184048,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4164.888529,5035401,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4174.889621,5832248,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4184.893067,6726583,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4194.890051,5997552,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4204.893247,6887647,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4214.891401,7125007,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4224.890866,6167094,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4234.896889,6904602,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4244.890655,7103814,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4254.894315,6523133,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4264.905071,5416870,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4275.083813,8443196,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4284.891123,6692675,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4294.889382,5828009,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4304.892688,6938511,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4314.888716,6425646,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4324.887973,5777147,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4334.896983,7082621,Power: DRAM,power,Consumption of the dram domain,88607,0,17
4344.888845,7531908,Power: DRAM,power,Consumption of the dram domain,88607,0,17
